yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR
2023,2,الربع الثانى,20232,منطقة مكة المكرمة,جدة,العزيزية,شقة,20,13904264.0,3394.698057
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,جدة,العزيزية,شقة,9,7637536.0,3782.0839
2021,4,الربع الرابع,20214,منطقة مكة المكرمة,جدة,العزيزية,شقة,6,2756546.7,3283.184864
2023,3,الربع الثالث,20233,المنطقة الشرقية,الدمام,الفيحاء,شقة,24,12407954.95,3373.180689
2022,4,الربع الرابع,20224,المنطقة الشرقية,الدمام,الفيحاء,شقة,44,17248094.0,3075.762757
2022,1,الربع الأول,20221,المنطقة الشرقية,الدمام,الفيحاء,شقة,18,11527301.0,2959.311666
2018,2,الربع الثانى,20182,المنطقة الشرقية,الدمام,الفيحاء,فيلا,8,5445332.6,2485.5989
2019,2,الربع الثانى,20192,المنطقة الشرقية,الدمام,الفيحاء,فيلا,11,10830835.71,3384.028996
2018,3,الربع الثالث,20183,المنطقة الشرقية,الدمام,الفيحاء,فيلا,3,1950000.0,
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الروضة,شقة,1,345000.0,
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الروضة,شقة,2,1074000.0,
2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,العزيزية,شقة,15,4377623.0,2065.327176
2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,العزيزية,شقة,1,150000.0,
2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العزيزية,شقة,40,13125062.04,2117.743358
2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,العمل,شقة,1,95000.0,
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الفاروق,شقة,1,300000.0,
2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الفاروق,شقة,1,350000.0,
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,المنار,شقة,11,8136074.54,5251.202131
2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المنار,شقة,9,6560798.0,4863.861059
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المنار,شقة,2,1170000.0,
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,المصيف,شقة,9,8243000.0,6889.854197
2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المصيف,شقة,10,8098000.0,7267.30002
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المصيف,شقة,2,1479000.0,
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,المنار,شقة,3,1091995.0,
2023,1,الربع الأول,20231,المنطقة الشرقية,الدمام,الفيحاء,فيلا,6,5561500.0,2658.378915
2023,1,الربع الأول,20231,المنطقة الشرقية,الدمام,النورس,فيلا,14,10544248.65,3276.637489
2023,2,الربع الثانى,20232,المنطقة الشرقية,الدمام,الفيحاء,فيلا,5,4539062.56,
2022,3,الربع الثالث,20223,المنطقة الشرقية,الدمام,الفيحاء,فيلا,12,6806354.0,2498.496114
2021,4,الربع الرابع,20214,المنطقة الشرقية,الدمام,الفيحاء,فيلا,15,12351867.7,2142.589701
2021,1,الربع الأول,20211,المنطقة الشرقية,الدمام,الفيحاء,فيلا,19,11892016.62,2348.138802
2018,2,الربع الثانى,20182,المنطقة الشرقية,الدمام,,فيلا,3,6900000.0,
2020,3,الربع الثالث,20203,المنطقة الشرقية,الدمام,,فيلا,1,1500000.0,
2022,2,الربع الثانى,20222,المنطقة الشرقية,الدمام,البحيرة,شقة,5,3321290.0,
2020,1,الربع الأول,20201,المنطقة الشرقية,الدمام,البحيرة,شقة,2,1440000.0,
2022,4,الربع الرابع,20224,المنطقة الشرقية,الدمام,البحيرة,شقة,6,4600000.0,4027.725739
2021,2,الربع الثانى,20212,المنطقة الشرقية,الدمام,الفيصلية,شقة,1,580000.0,
2020,3,الربع الثالث,20203,المنطقة الشرقية,الدمام,الفيصلية,شقة,9,6170000.0,2927.957483
2023,3,الربع الثالث,20233,المنطقة الشرقية,الدمام,الفيصلية,شقة,19,13120266.52,3480.929291
2022,4,الربع الرابع,20224,المنطقة الشرقية,الدمام,الفيصلية,شقة,8,5912500.0,4002.424114
2023,1,الربع الأول,20231,المنطقة الشرقية,الدمام,البحيرة,شقة,5,3285000.0,
2022,2,الربع الثانى,20222,المنطقة الشرقية,الدمام,الفيصلية,شقة,2,1045000.0,
2021,3,الربع الثالث,20213,المنطقة الشرقية,الدمام,الفيصلية,شقة,3,2490807.0,
2020,4,الربع الرابع,20204,المنطقة الشرقية,الدمام,الفيصلية,شقة,9,5992940.0,2833.942525
2022,2,الربع الثانى,20222,المنطقة الشرقية,الدمام,البحيرة,فيلا,1,100000.0,
2021,3,الربع الثالث,20213,المنطقة الشرقية,الدمام,البحيرة,فيلا,2,883311.72,
2020,4,الربع الرابع,20204,المنطقة الشرقية,الدمام,البحيرة,فيلا,1,420000.0,
2020,1,الربع الأول,20201,المنطقة الشرقية,الدمام,البحيرة,فيلا,6,3979987.5,3263.328031
2023,2,الربع الثانى,20232,المنطقة الشرقية,الدمام,الفيصلية,فيلا,10,13653156.25,4485.226748
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,النهضة,أخرى,1,8826400.0,
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,لبن,أخرى,1,170000.0,
2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الندى,شقة,23,22719008.89,7389.743803
2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الندى,شقة,16,9564938.62,4213.981357
2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الندى,شقة,178,118545651.86,5154.70587
2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الندى,شقة,16,8691269.27,3293.338678
2022,3,الربع الثالث,20223,المنطقة الشرقية,الدمام,الفيصلية,فيلا,27,39176937.42,4012.364506
2020,2,الربع الثانى,20202,المنطقة الشرقية,الدمام,الفيصلية,فيلا,9,18399000.0,3395.361678
2019,3,الربع الثالث,20193,المنطقة الشرقية,الدمام,الفيصلية,فيلا,19,27037791.49,3434.55164
2018,4,الربع الرابع,20184,المنطقة الشرقية,الدمام,الفيصلية,فيلا,15,18432197.27,3021.164978
2018,1,الربع الأول,20181,المنطقة الشرقية,الدمام,الفيصلية,فيلا,10,13596100.0,2930.154831
2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,النهضة,شقة,4,2449123.0,
2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,النهضة,شقة,7,3153955.0,2955.781714
2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,النهضة,شقة,3,1523000.0,
2019,1,الربع الأول,20191,منطقة الرياض,الرياض,النهضة,شقة,9,5088782.0,3183.964097
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الندى,شقة,8,4653226.0,3357.616439
2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الندى,شقة,17,16274649.55,7095.796995
2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الندى,شقة,7,3702255.0,3111.015579
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الندى,شقة,18,14738000.0,6825.22602
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الندى,شقة,6,1699000.0,2699.730962
2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الندى,شقة,128,95916000.0,5531.482192
2022,4,الربع الرابع,20224,منطقة نجران,بدر الجنوب,,أخرى,1,1000.0,
2021,2,الربع الثانى,20212,المنطقة الشرقية,الدمام,البحيرة,شقة,1,653422.02,
2020,3,الربع الثالث,20203,المنطقة الشرقية,الدمام,البحيرة,شقة,1,1000.0,
2019,4,الربع الرابع,20194,المنطقة الشرقية,الدمام,البحيرة,شقة,4,3866861.26,
2019,1,الربع الأول,20191,المنطقة الشرقية,الدمام,البحيرة,شقة,1,700000.0,
2023,1,الربع الأول,20231,المنطقة الشرقية,الدمام,الفيصلية,شقة,13,9645514.0,3982.138948
2022,4,الربع الرابع,20224,منطقة القصيم,رياض الخبراء,,شقة,2,111000.0,
2020,2,الربع الثانى,20202,المنطقة الشرقية,الدمام,البحيرة,فيلا,8,3756000.0,2967.934073
2019,3,الربع الثالث,20193,المنطقة الشرقية,الدمام,البحيرة,فيلا,12,9630341.01,3545.384728
2018,4,الربع الرابع,20184,المنطقة الشرقية,الدمام,البحيرة,فيلا,6,3627095.21,2548.596763
2018,1,الربع الأول,20181,المنطقة الشرقية,الدمام,البحيرة,فيلا,3,1850000.0,
2018,2,الربع الثانى,20182,المنطقة الشرقية,الدمام,الفيصلية,فيلا,11,17716474.81,2987.520309
2021,2,الربع الثانى,20212,المنطقة الشرقية,الدمام,الفيصلية,فيلا,20,29398040.47,3358.492222
2020,3,الربع الثالث,20203,المنطقة الشرقية,الدمام,الفيصلية,فيلا,15,17258871.94,3243.578772
2019,4,الربع الرابع,20194,المنطقة الشرقية,الدمام,الفيصلية,فيلا,19,26867175.8,3717.912799
2019,1,الربع الأول,20191,المنطقة الشرقية,الدمام,الفيصلية,فيلا,15,28410382.78,3765.318411
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الندى,شقة,7,2050000.0,2861.089187
2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الندى,شقة,64,43637182.71,4757.830527
2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,لبن,شقة,53,23489499.9,2651.468742
2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,لبن,شقة,129,67588743.37,3183.058652
2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,لبن,شقة,118,53923365.18,2822.099637
2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,لبن,شقة,161,69337155.81,2651.730851
2019,1,الربع الأول,20191,منطقة الرياض,الرياض,لبن,شقة,98,44141311.44,2551.706954
2020,2,الربع الثانى,20202,المنطقة الشرقية,الدمام,البحيرة,شقة,5,3712000.0,
2023,2,الربع الثانى,20232,المنطقة الشرقية,الدمام,البحيرة,شقة,4,3300000.0,
2019,3,الربع الثالث,20193,المنطقة الشرقية,الدمام,البحيرة,شقة,1,1062500.0,
2022,3,الربع الثالث,20223,المنطقة الشرقية,الدمام,البحيرة,شقة,10,7004008.8,3918.51967
2018,4,الربع الرابع,20184,المنطقة الشرقية,الدمام,البحيرة,شقة,1,619116.0,
2021,1,الربع الأول,20211,المنطقة الشرقية,الدمام,البحيرة,شقة,1,760000.0,
2021,2,الربع الثانى,20212,المنطقة الشرقية,الدمام,البحيرة,فيلا,2,1160000.0,
2020,3,الربع الثالث,20203,المنطقة الشرقية,الدمام,البحيرة,فيلا,4,2523663.52,
2019,4,الربع الرابع,20194,المنطقة الشرقية,الدمام,البحيرة,فيلا,9,7779173.51,4746.340786
