year,quarter,region_ar,city_ar,Category,total_deals,average
2022,3,المنطقة الشرقية,القطيف,استديو - سكني,102,8971.022727
2022,3,المنطقة الشرقية,القيصومة,استديو - سكني,10,12833.33333
2022,3,المنطقة الشرقية,النعيرية,استديو - سكني,48,13336.36364
2022,3,المنطقة الشرقية,بقيق,استديو - سكني,24,11014.28571
2022,3,المنطقة الشرقية,حفر الباطن,استديو - سكني,1480,12259.34503
2022,3,المنطقة الشرقية,رأس تنورة,استديو - سكني,43,11997.89474
2022,3,المنطقة الشرقية,قرية العليا - الرفيعه,استديو - سكني,4,11600
2022,3,المنطقة الشرقية,الاحساء,دوبلاكس - سكني,33,26265.625
2022,3,المنطقة الشرقية,الجبيل,دوبلاكس - سكني,12,31383.33333
2022,3,المنطقة الشرقية,الخبر,دوبلاكس - سكني,143,55668.38235
2022,3,المنطقة الشرقية,الخفجي,دوبلاكس - سكني,3,26600
2022,3,المنطقة الشرقية,الدمام,دوبلاكس - سكني,224,39400.06863
2022,3,المنطقة الشرقية,العيون,دوبلاكس - سكني,2,15000
2022,3,المنطقة الشرقية,القطيف,دوبلاكس - سكني,30,24874.28571
2022,3,المنطقة الشرقية,حفر الباطن,دوبلاكس - سكني,12,14000
2022,3,المنطقة الشرقية,رأس تنورة,دوبلاكس - سكني,4,25000
2022,3,المنطقة الشرقية,الاحساء,دور - سكني,386,16381.79755
2022,3,المنطقة الشرقية,الجبيل,دور - سكني,35,36743.92
2022,3,المنطقة الشرقية,الخبر,دور - سكني,181,28512.17949
2022,3,المنطقة الشرقية,الخفجي,دور - سكني,78,18163.49206
2022,3,المنطقة الشرقية,الدمام,دور - سكني,495,26630.35012
2022,3,المنطقة الشرقية,الذيبية,دور - سكني,15,14923.63636
2022,3,المنطقة الشرقية,الصداوى,دور - سكني,1,12000
2022,3,المنطقة الشرقية,العيون,دور - سكني,14,15892.30769
2022,3,المنطقة الشرقية,القطيف,دور - سكني,76,18291.08108
2022,3,المنطقة الشرقية,القيصومة,دور - سكني,21,16080
2022,3,المنطقة الشرقية,النعيرية,دور - سكني,27,16754.54545
2022,3,المنطقة الشرقية,بقيق,دور - سكني,37,24250
2022,3,المنطقة الشرقية,حفر الباطن,دور - سكني,626,13679.91579
2022,3,المنطقة الشرقية,رأس تنورة,دور - سكني,36,18648.27586
2022,3,المنطقة الشرقية,قرية العليا,دور - سكني,3,15000
2022,3,المنطقة الشرقية,قرية العليا - الرفيعه,دور - سكني,4,19950
2022,3,المنطقة الشرقية,الاحساء,شقة - سكني,14574,11559.53976
2022,3,المنطقة الشرقية,الجبيل,شقة - سكني,4986,18251.95176
2022,3,المنطقة الشرقية,الخبر,شقة - سكني,12735,19479.0267
2022,3,المنطقة الشرقية,الخفجي,شقة - سكني,1783,11905.74245
2022,3,المنطقة الشرقية,الدمام,شقة - سكني,28001,16772.18199
2022,3,المنطقة الشرقية,الذيبية,شقة - سكني,586,12607.08861
2022,3,المنطقة الشرقية,السعيرة,شقة - سكني,17,10030.76923
2022,3,المنطقة الشرقية,الصداوى,شقة - سكني,4,6000
2022,3,المنطقة الشرقية,العيون,شقة - سكني,547,10626.4257
2022,3,المنطقة الشرقية,القطيف,شقة - سكني,3746,14940.9017
2022,3,المنطقة الشرقية,القيصومة,شقة - سكني,435,8494.650205
2022,3,المنطقة الشرقية,النعيرية,شقة - سكني,869,13465.04523
2022,3,المنطقة الشرقية,بقيق,شقة - سكني,454,14335.17442
2022,3,المنطقة الشرقية,حفر الباطن,شقة - سكني,9640,9119.086956
2022,3,المنطقة الشرقية,رأس تنورة,شقة - سكني,882,14813.22411
2022,3,المنطقة الشرقية,قرية العليا,شقة - سكني,91,9850.877192
2022,3,المنطقة الشرقية,قرية العليا - الرفيعه,شقة - سكني,60,9154.285714
2022,3,المنطقة الشرقية,مليجة,شقة - سكني,22,10015.38462
2022,3,المنطقة الشرقية,مناخ,شقة - سكني,1,4800
2022,3,المنطقة الشرقية,يبرين,شقة - سكني,3,10200
2022,3,المنطقة الشرقية,الاحساء,فيلا - سكني,167,23224.30556
2022,3,المنطقة الشرقية,الجبيل,فيلا - سكني,62,46838.88889
2022,3,المنطقة الشرقية,الخبر,فيلا - سكني,682,71725.43151
2022,3,المنطقة الشرقية,الخفجي,فيلا - سكني,17,29480
2022,3,المنطقة الشرقية,الدمام,فيلا - سكني,508,48065.36842
2022,3,المنطقة الشرقية,الذيبية,فيلا - سكني,11,20850
2022,3,المنطقة الشرقية,العيون,فيلا - سكني,5,15400
2022,3,المنطقة الشرقية,القطيف,فيلا - سكني,29,28653.84615
2022,3,المنطقة الشرقية,القيصومة,فيلا - سكني,3,26000
2022,3,المنطقة الشرقية,النعيرية,فيلا - سكني,8,18600
2022,3,المنطقة الشرقية,بقيق,فيلا - سكني,1,40000
2022,3,المنطقة الشرقية,حفر الباطن,فيلا - سكني,36,22027.58621
2022,3,المنطقة الشرقية,رأس تنورة,فيلا - سكني,8,22166.66667
2022,3,المنطقة الشرقية,قرية العليا,فيلا - سكني,1,10000
2022,3,المنطقة الشرقية,مليجة,فيلا - سكني,1,10000
2022,3,المنطقة الشرقية,الاحساء,محل - تجاري,2596,414.246917
2022,3,المنطقة الشرقية,الجبيل,محل - تجاري,578,471.316414
2022,3,المنطقة الشرقية,الخبر,محل - تجاري,1661,607.36646
2022,3,المنطقة الشرقية,الخفجي,محل - تجاري,240,356.402632
2022,3,المنطقة الشرقية,الدمام,محل - تجاري,3491,740.203744
2022,3,المنطقة الشرقية,الذيبية,محل - تجاري,68,298.797519
2022,3,المنطقة الشرقية,السعيرة,محل - تجاري,1,629.37063
2022,3,المنطقة الشرقية,الصداوى,محل - تجاري,1,450
2022,3,المنطقة الشرقية,العيون,محل - تجاري,94,351.646648
2022,3,المنطقة الشرقية,القطيف,محل - تجاري,901,452.196115
2022,3,المنطقة الشرقية,القيصومة,محل - تجاري,50,328.739293
2022,3,المنطقة الشرقية,النعيرية,محل - تجاري,115,374.7391
2022,3,المنطقة الشرقية,بقيق,محل - تجاري,83,427.803227
2022,3,المنطقة الشرقية,حفر الباطن,محل - تجاري,808,445.702576
2022,3,المنطقة الشرقية,رأس تنورة,محل - تجاري,122,365.458624
2022,3,المنطقة الشرقية,قرية العليا,محل - تجاري,14,282.120596
2022,3,المنطقة الشرقية,قرية العليا - الرفيعه,محل - تجاري,1,64
2022,3,المنطقة الشرقية,مليجة,محل - تجاري,3,150
2022,3,المنطقة الشرقية,الاحساء,معرض تجاري - تجاري,215,1055.753494
2022,3,المنطقة الشرقية,الجبيل,معرض تجاري - تجاري,13,468.78539
2022,3,المنطقة الشرقية,الخبر,معرض تجاري - تجاري,426,951.426023
2022,3,المنطقة الشرقية,الخفجي,معرض تجاري - تجاري,7,613.807958
2022,3,المنطقة الشرقية,الدمام,معرض تجاري - تجاري,566,862.342016
2022,3,المنطقة الشرقية,الذيبية,معرض تجاري - تجاري,1,200
2022,3,المنطقة الشرقية,العيون,معرض تجاري - تجاري,1,184.22056
2022,3,المنطقة الشرقية,القطيف,معرض تجاري - تجاري,61,505.34084
2022,3,المنطقة الشرقية,النعيرية,معرض تجاري - تجاري,3,264.5005
2022,3,المنطقة الشرقية,حفر الباطن,معرض تجاري - تجاري,68,295.149624
2022,3,المنطقة الشرقية,رأس تنورة,معرض تجاري - تجاري,3,323.426343
2022,3,المنطقة الشرقية,الاحساء,مكتب - تجاري,146,259.681971
2022,3,المنطقة الشرقية,الجبيل,مكتب - تجاري,83,292.429101
2022,3,المنطقة الشرقية,الخبر,مكتب - تجاري,865,450.029917
2022,3,المنطقة الشرقية,الخفجي,مكتب - تجاري,10,288.568911
2022,3,المنطقة الشرقية,الدمام,مكتب - تجاري,902,343.884024
2022,3,المنطقة الشرقية,الذيبية,مكتب - تجاري,2,440
2022,3,المنطقة الشرقية,العيون,مكتب - تجاري,1,85.71429
2022,3,المنطقة الشرقية,القطيف,مكتب - تجاري,61,250.755775
2022,3,المنطقة الشرقية,النعيرية,مكتب - تجاري,2,219.42857
2022,3,المنطقة الشرقية,بقيق,مكتب - تجاري,3,282.53968
2022,3,المنطقة الشرقية,حفر الباطن,مكتب - تجاري,8,367.573051
2022,3,المنطقة الشرقية,رأس تنورة,مكتب - تجاري,14,257.140083
2022,4,المنطقة الشرقية,الاحساء,استديو - سكني,615,9441.535632
2022,4,المنطقة الشرقية,الجبيل,استديو - سكني,400,14293.42857
2022,4,المنطقة الشرقية,الخبر,استديو - سكني,1312,13269.46748
2022,4,المنطقة الشرقية,الخفجي,استديو - سكني,60,13596.07843
2022,4,المنطقة الشرقية,الدمام,استديو - سكني,2708,12096.57295
2022,4,المنطقة الشرقية,العيون,استديو - سكني,13,15680
2022,4,المنطقة الشرقية,القطيف,استديو - سكني,127,9646.835443
2022,4,المنطقة الشرقية,القيصومة,استديو - سكني,2,11400
2022,4,المنطقة الشرقية,النعيرية,استديو - سكني,62,15015.55556
2022,4,المنطقة الشرقية,بقيق,استديو - سكني,15,11636.36364
2022,4,المنطقة الشرقية,حفر الباطن,استديو - سكني,382,10133.77483
2022,4,المنطقة الشرقية,رأس تنورة,استديو - سكني,27,11547.82609
2022,4,المنطقة الشرقية,قرية العليا - الرفيعه,استديو - سكني,7,19000
2022,4,المنطقة الشرقية,الاحساء,دوبلاكس - سكني,34,24400
2022,4,المنطقة الشرقية,الجبيل,دوبلاكس - سكني,9,30571.42857
2022,4,المنطقة الشرقية,الخبر,دوبلاكس - سكني,158,51601.24658
2022,4,المنطقة الشرقية,الخفجي,دوبلاكس - سكني,1,25000
2022,4,المنطقة الشرقية,الدمام,دوبلاكس - سكني,248,39841.79556
2022,4,المنطقة الشرقية,العيون,دوبلاكس - سكني,3,16000
2022,4,المنطقة الشرقية,القطيف,دوبلاكس - سكني,36,28823.74286
2022,4,المنطقة الشرقية,بقيق,دوبلاكس - سكني,1,25000
2022,4,المنطقة الشرقية,حفر الباطن,دوبلاكس - سكني,15,16615.38462
2022,4,المنطقة الشرقية,رأس تنورة,دوبلاكس - سكني,1,23000
2022,4,المنطقة الشرقية,الاحساء,دور - سكني,338,16540.33108
2022,4,المنطقة الشرقية,الجبيل,دور - سكني,17,27000
2022,4,المنطقة الشرقية,الخبر,دور - سكني,237,33405.40909
2022,4,المنطقة الشرقية,الخفجي,دور - سكني,74,18170
2022,4,المنطقة الشرقية,الدمام,دور - سكني,525,27407.43333
2022,4,المنطقة الشرقية,الذيبية,دور - سكني,9,18150
2022,4,المنطقة الشرقية,العيون,دور - سكني,24,17600
2022,4,المنطقة الشرقية,القطيف,دور - سكني,66,16935
2022,4,المنطقة الشرقية,القيصومة,دور - سكني,36,14600
2022,4,المنطقة الشرقية,النعيرية,دور - سكني,39,19612.90323
2022,4,المنطقة الشرقية,بقيق,دور - سكني,44,28806.89655
2022,4,المنطقة الشرقية,حفر الباطن,دور - سكني,374,14107.33333
2022,4,المنطقة الشرقية,رأس تنورة,دور - سكني,42,20281.88571
2022,4,المنطقة الشرقية,ساموده,دور - سكني,1,12000
2022,4,المنطقة الشرقية,قرية العليا,دور - سكني,1,10800
2022,4,المنطقة الشرقية,قرية العليا - الرفيعه,دور - سكني,1,15000
2022,4,المنطقة الشرقية,مليجة,دور - سكني,1,6000
2022,4,المنطقة الشرقية,الاحساء,شقة - سكني,11506,11987.64206
2022,4,المنطقة الشرقية,الجبيل,شقة - سكني,5884,18461.47823
2022,4,المنطقة الشرقية,الخبر,شقة - سكني,14723,19125.54297
2022,4,المنطقة الشرقية,الخفجي,شقة - سكني,1264,12343.3445
2022,4,المنطقة الشرقية,الدمام,شقة - سكني,27143,17041.75487
2022,4,المنطقة الشرقية,الذيبية,شقة - سكني,427,12574.35028
2022,4,المنطقة الشرقية,السعيرة,شقة - سكني,13,8228.571428
2022,4,المنطقة الشرقية,العيون,شقة - سكني,327,11926.43571
2022,4,المنطقة الشرقية,القطيف,شقة - سكني,3223,15588.46604
2022,4,المنطقة الشرقية,القيصومة,شقة - سكني,240,8162.015503
2022,4,المنطقة الشرقية,النعيرية,شقة - سكني,1051,13533.68421
2022,4,المنطقة الشرقية,بقيق,شقة - سكني,374,16220.70039
2022,4,المنطقة الشرقية,حفر الباطن,شقة - سكني,6703,8905.444816
2022,4,المنطقة الشرقية,خبيراء,شقة - سكني,1,6000
2022,4,المنطقة الشرقية,رأس تنورة,شقة - سكني,792,14943.22432
2022,4,المنطقة الشرقية,قرية العليا,شقة - سكني,70,10170.73171
2022,4,المنطقة الشرقية,قرية العليا - الرفيعه,شقة - سكني,72,9138.235294
2022,4,المنطقة الشرقية,مليجة,شقة - سكني,19,7445.454545
2022,4,المنطقة الشرقية,يبرين,شقة - سكني,3,6000
2022,4,المنطقة الشرقية,الاحساء,فيلا - سكني,199,21393.78882
2022,4,المنطقة الشرقية,الجبيل,فيلا - سكني,77,60635.05797
2022,4,المنطقة الشرقية,الخبر,فيلا - سكني,655,78725.88536
2022,4,المنطقة الشرقية,الخفجي,فيلا - سكني,10,21022.22222
2022,4,المنطقة الشرقية,الدمام,فيلا - سكني,507,51171.58738
2022,4,المنطقة الشرقية,الذيبية,فيلا - سكني,4,18900
2022,4,المنطقة الشرقية,العيون,فيلا - سكني,1,20000
2022,4,المنطقة الشرقية,القطيف,فيلا - سكني,23,30561.90476
2022,4,المنطقة الشرقية,القيصومة,فيلا - سكني,3,10200
2022,4,المنطقة الشرقية,النعيرية,فيلا - سكني,14,28785.71429
2022,4,المنطقة الشرقية,بقيق,فيلا - سكني,3,41500
2022,4,المنطقة الشرقية,حفر الباطن,فيلا - سكني,23,19589.47368
2022,4,المنطقة الشرقية,رأس تنورة,فيلا - سكني,7,47000
2022,4,المنطقة الشرقية,يبرين,فيلا - سكني,1,50000
2022,4,المنطقة الشرقية,الاحساء,محل - تجاري,2967,423.131062
2022,4,المنطقة الشرقية,الجبيل,محل - تجاري,838,502.81128
2022,4,المنطقة الشرقية,الخبر,محل - تجاري,1984,662.446714
2022,4,المنطقة الشرقية,الخفجي,محل - تجاري,260,395.70564
2022,4,المنطقة الشرقية,الدمام,محل - تجاري,4325,744.622237
2022,4,المنطقة الشرقية,الذيبية,محل - تجاري,91,340.548615
2022,4,المنطقة الشرقية,السعيرة,محل - تجاري,1,2000
2022,4,المنطقة الشرقية,الصداوى,محل - تجاري,1,500
2022,4,المنطقة الشرقية,العيون,محل - تجاري,69,372.348967
2022,4,المنطقة الشرقية,القطيف,محل - تجاري,986,466.967891
2022,4,المنطقة الشرقية,القيصومة,محل - تجاري,50,350.528253
2022,4,المنطقة الشرقية,النعيرية,محل - تجاري,196,369.256334
2022,4,المنطقة الشرقية,بقيق,محل - تجاري,101,447.804338
2022,4,المنطقة الشرقية,حفر الباطن,محل - تجاري,1049,448.985342
2022,4,المنطقة الشرقية,رأس تنورة,محل - تجاري,117,351.15247
2022,4,المنطقة الشرقية,قرية العليا,محل - تجاري,15,306.224445
2022,4,المنطقة الشرقية,قرية العليا - الرفيعه,محل - تجاري,10,497
2022,4,المنطقة الشرقية,مليجة,محل - تجاري,3,264.980393
2022,4,المنطقة الشرقية,الاحساء,معرض تجاري - تجاري,206,1154.722785
2022,4,المنطقة الشرقية,الجبيل,معرض تجاري - تجاري,51,548.920272
2022,4,المنطقة الشرقية,الخبر,معرض تجاري - تجاري,557,704.845384
2022,4,المنطقة الشرقية,الخفجي,معرض تجاري - تجاري,15,1066.976985
2022,4,المنطقة الشرقية,الدمام,معرض تجاري - تجاري,726,723.395368
2022,4,المنطقة الشرقية,الذيبية,معرض تجاري - تجاري,1,141.46091
2022,4,المنطقة الشرقية,القطيف,معرض تجاري - تجاري,57,445.178601
2022,4,المنطقة الشرقية,النعيرية,معرض تجاري - تجاري,3,415.966386
2022,4,المنطقة الشرقية,بقيق,معرض تجاري - تجاري,6,202.33918
2022,4,المنطقة الشرقية,حفر الباطن,معرض تجاري - تجاري,84,466.237121
2022,4,المنطقة الشرقية,رأس تنورة,معرض تجاري - تجاري,14,605.590631
2022,4,المنطقة الشرقية,قرية العليا,معرض تجاري - تجاري,1,300
2022,4,المنطقة الشرقية,الاحساء,مكتب - تجاري,157,247.937442
2022,4,المنطقة الشرقية,الجبيل,مكتب - تجاري,130,345.146758
2022,4,المنطقة الشرقية,الخبر,مكتب - تجاري,891,437.61762
2022,4,المنطقة الشرقية,الخفجي,مكتب - تجاري,3,184.722223
2022,4,المنطقة الشرقية,الدمام,مكتب - تجاري,1117,345.651304
2022,4,المنطقة الشرقية,الذيبية,مكتب - تجاري,1,400
2022,4,المنطقة الشرقية,العيون,مكتب - تجاري,2,123.809525
2022,4,المنطقة الشرقية,القطيف,مكتب - تجاري,116,246.510369
2022,4,المنطقة الشرقية,النعيرية,مكتب - تجاري,2,142.85714
2022,4,المنطقة الشرقية,بقيق,مكتب - تجاري,4,228.98707
2022,4,المنطقة الشرقية,حفر الباطن,مكتب - تجاري,14,367.905517
2022,4,المنطقة الشرقية,رأس تنورة,مكتب - تجاري,9,253.198903
2023,1,المنطقة الشرقية,الاحساء,استديو - سكني,609,10229.19718
2023,1,المنطقة الشرقية,الجبيل,استديو - سكني,718,13297.31458
2023,1,المنطقة الشرقية,الخبر,استديو - سكني,1503,13239.20313
2023,1,المنطقة الشرقية,الخفجي,استديو - سكني,73,12943.60656
2023,1,المنطقة الشرقية,الدمام,استديو - سكني,2515,12176.44784
2023,1,المنطقة الشرقية,العيون,استديو - سكني,14,8288.888888
2023,1,المنطقة الشرقية,القطيف,استديو - سكني,142,12090.56604
2023,1,المنطقة الشرقية,القيصومة,استديو - سكني,1,12000
2023,1,المنطقة الشرقية,النعيرية,استديو - سكني,61,15903.57143
2023,1,المنطقة الشرقية,بقيق,استديو - سكني,22,13000
2023,1,المنطقة الشرقية,حفر الباطن,استديو - سكني,310,10424.84472
2023,1,المنطقة الشرقية,رأس تنورة,استديو - سكني,52,13668.18182
2023,1,المنطقة الشرقية,الاحساء,دوبلاكس - سكني,23,24126.08696
2023,1,المنطقة الشرقية,الجبيل,دوبلاكس - سكني,26,34316.66667
2023,1,المنطقة الشرقية,الخبر,دوبلاكس - سكني,165,56401.83803
2023,1,المنطقة الشرقية,الدمام,دوبلاكس - سكني,334,40152.61049
2023,1,المنطقة الشرقية,العيون,دوبلاكس - سكني,1,18000
2023,1,المنطقة الشرقية,القطيف,دوبلاكس - سكني,23,24826.69565
2023,1,المنطقة الشرقية,النعيرية,دوبلاكس - سكني,1,21600
2023,1,المنطقة الشرقية,حفر الباطن,دوبلاكس - سكني,11,18327.27273
2023,1,المنطقة الشرقية,رأس تنورة,دوبلاكس - سكني,3,24333.33333
2023,1,المنطقة الشرقية,الاحساء,دور - سكني,276,16844.11064
2023,1,المنطقة الشرقية,الجبيل,دور - سكني,29,27155
2023,1,المنطقة الشرقية,الخبر,دور - سكني,225,28800.26667
2023,1,المنطقة الشرقية,الخفجي,دور - سكني,57,19689.79592
2023,1,المنطقة الشرقية,الدمام,دور - سكني,516,26399.17783
2023,1,المنطقة الشرقية,الذيبية,دور - سكني,10,14825
2023,1,المنطقة الشرقية,العيون,دور - سكني,14,12440
2023,1,المنطقة الشرقية,القطيف,دور - سكني,63,20374.85246
2023,1,المنطقة الشرقية,القيصومة,دور - سكني,33,15360
2023,1,المنطقة الشرقية,النعيرية,دور - سكني,27,21533.33333
2023,1,المنطقة الشرقية,بقيق,دور - سكني,43,30116.66667
2023,1,المنطقة الشرقية,حفر الباطن,دور - سكني,338,14195.62044
2023,1,المنطقة الشرقية,رأس تنورة,دور - سكني,27,21770
2023,1,المنطقة الشرقية,قرية العليا - الرفيعه,دور - سكني,4,16100
2023,1,المنطقة الشرقية,مليجة,دور - سكني,1,17000
2023,1,المنطقة الشرقية,الاحساء,شقة - سكني,11013,12202.23881
2023,1,المنطقة الشرقية,البويبيات,شقة - سكني,1,6000
2023,1,المنطقة الشرقية,الجبيل,شقة - سكني,6146,18483.11166
2023,1,المنطقة الشرقية,الخبر,شقة - سكني,14594,18948.03709
2023,1,المنطقة الشرقية,الخفجي,شقة - سكني,1418,12396.95528
2023,1,المنطقة الشرقية,الدمام,شقة - سكني,28130,16941.14278
2023,1,المنطقة الشرقية,الذيبية,شقة - سكني,456,12169.34097
2023,1,المنطقة الشرقية,السعيرة,شقة - سكني,8,7983.333333
2023,1,المنطقة الشرقية,الصداوى,شقة - سكني,1,6000
2023,1,المنطقة الشرقية,العيون,شقة - سكني,310,11703.44355
2023,1,المنطقة الشرقية,القطيف,شقة - سكني,3094,15556.5654
2023,1,المنطقة الشرقية,القيصومة,شقة - سكني,244,9938.095238
2023,1,المنطقة الشرقية,النعيرية,شقة - سكني,1036,14496.63066
2023,1,المنطقة الشرقية,بقيق,شقة - سكني,488,15897.19328
2023,1,المنطقة الشرقية,حفر الباطن,شقة - سكني,6399,9611.596244
2023,1,المنطقة الشرقية,رأس تنورة,شقة - سكني,778,15017.85714
2023,1,المنطقة الشرقية,قرية العليا,شقة - سكني,78,9551.020408
2023,1,المنطقة الشرقية,قرية العليا - الرفيعه,شقة - سكني,54,7210.344827
2023,1,المنطقة الشرقية,مليجة,شقة - سكني,8,11742.85714
2023,1,المنطقة الشرقية,مناخ,شقة - سكني,1,5000
2023,1,المنطقة الشرقية,الاحساء,فيلا - سكني,138,23868.37607
2023,1,المنطقة الشرقية,الجبيل,فيلا - سكني,74,52077.20588
2023,1,المنطقة الشرقية,الخبر,فيلا - سكني,753,79149.3864
2023,1,المنطقة الشرقية,الخفجي,فيلا - سكني,13,29966.66667
2023,1,المنطقة الشرقية,الدمام,فيلا - سكني,574,50602.11506
2023,1,المنطقة الشرقية,الذيبية,فيلا - سكني,5,18200
2023,1,المنطقة الشرقية,العيون,فيلا - سكني,3,19000
2023,1,المنطقة الشرقية,القطيف,فيلا - سكني,29,30622.22222
2023,1,المنطقة الشرقية,القيصومة,فيلا - سكني,2,21000
2023,1,المنطقة الشرقية,النعيرية,فيلا - سكني,6,26000
2023,1,المنطقة الشرقية,بقيق,فيلا - سكني,6,48800
2023,1,المنطقة الشرقية,حفر الباطن,فيلا - سكني,22,25400
2023,1,المنطقة الشرقية,رأس تنورة,فيلا - سكني,12,37688.88889
2023,1,المنطقة الشرقية,الاحساء,محل - تجاري,3648,429.383881
2023,1,المنطقة الشرقية,الجبيل,محل - تجاري,901,476.818478
2023,1,المنطقة الشرقية,الخبر,محل - تجاري,2258,663.46795
2023,1,المنطقة الشرقية,الخفجي,محل - تجاري,246,387.159582
2023,1,المنطقة الشرقية,الدمام,محل - تجاري,5150,767.993973
2023,1,المنطقة الشرقية,الذيبية,محل - تجاري,78,330.095294
2023,1,المنطقة الشرقية,السعيرة,محل - تجاري,2,341.666665
2023,1,المنطقة الشرقية,الصداوى,محل - تجاري,1,264.70588
2023,1,المنطقة الشرقية,العيون,محل - تجاري,87,427.053678
2023,1,المنطقة الشرقية,القطيف,محل - تجاري,1081,452.692888
2023,1,المنطقة الشرقية,القيصومة,محل - تجاري,43,253.454472
2023,1,المنطقة الشرقية,النعيرية,محل - تجاري,179,366.429729
2023,1,المنطقة الشرقية,بقيق,محل - تجاري,97,453.990604
2023,1,المنطقة الشرقية,حفر الباطن,محل - تجاري,1122,444.751534
2023,1,المنطقة الشرقية,رأس تنورة,محل - تجاري,135,353.312942
2023,1,المنطقة الشرقية,قرية العليا,محل - تجاري,23,442.728113
2023,1,المنطقة الشرقية,قرية العليا - الرفيعه,محل - تجاري,2,1128.20513
2023,1,المنطقة الشرقية,مليجة,محل - تجاري,3,78.205126
2023,1,المنطقة الشرقية,الاحساء,معرض تجاري - تجاري,232,1176.473779
2023,1,المنطقة الشرقية,الجبيل,معرض تجاري - تجاري,100,643.596384
2023,1,المنطقة الشرقية,الخبر,معرض تجاري - تجاري,481,753.90808
2023,1,المنطقة الشرقية,الخفجي,معرض تجاري - تجاري,17,1230.021666
2023,1,المنطقة الشرقية,الدمام,معرض تجاري - تجاري,1129,805.252073
2023,1,المنطقة الشرقية,الذيبية,معرض تجاري - تجاري,2,397.825
2023,1,المنطقة الشرقية,القطيف,معرض تجاري - تجاري,80,556.632837
2023,1,المنطقة الشرقية,القيصومة,معرض تجاري - تجاري,1,150
2023,1,المنطقة الشرقية,النعيرية,معرض تجاري - تجاري,9,503.441445
2023,1,المنطقة الشرقية,بقيق,معرض تجاري - تجاري,3,280.95238
2023,1,المنطقة الشرقية,حفر الباطن,معرض تجاري - تجاري,92,447.251663
2023,1,المنطقة الشرقية,رأس تنورة,معرض تجاري - تجاري,3,345.683983
2023,1,المنطقة الشرقية,الاحساء,مكتب - تجاري,201,279.643223
2023,1,المنطقة الشرقية,الجبيل,مكتب - تجاري,162,339.319792
2023,1,المنطقة الشرقية,الخبر,مكتب - تجاري,1019,449.081495
2023,1,المنطقة الشرقية,الخفجي,مكتب - تجاري,2,698.055555
2023,1,المنطقة الشرقية,الدمام,مكتب - تجاري,1194,334.446189
2023,1,المنطقة الشرقية,العيون,مكتب - تجاري,2,188.210525
2023,1,المنطقة الشرقية,القطيف,مكتب - تجاري,105,254.847289
2023,1,المنطقة الشرقية,النعيرية,مكتب - تجاري,2,141.0989
2023,1,المنطقة الشرقية,بقيق,مكتب - تجاري,4,250.48077
2023,1,المنطقة الشرقية,حفر الباطن,مكتب - تجاري,13,218.558192
2023,1,المنطقة الشرقية,رأس تنورة,مكتب - تجاري,17,208.996175
2023,2,المنطقة الشرقية,الاحساء,استديو - سكني,675,9053.230452
2023,2,المنطقة الشرقية,الجبيل,استديو - سكني,634,12253.49462
2023,2,المنطقة الشرقية,الخبر,استديو - سكني,1397,13727.93107
2023,2,المنطقة الشرقية,الخفجي,استديو - سكني,90,13062.5
2023,2,المنطقة الشرقية,الدمام,استديو - سكني,2608,11476.90973
2023,2,المنطقة الشرقية,العيون,استديو - سكني,18,9355.555555
2023,2,المنطقة الشرقية,القطيف,استديو - سكني,163,9831.972789
2023,2,المنطقة الشرقية,القيصومة,استديو - سكني,5,13200
2023,2,المنطقة الشرقية,النعيرية,استديو - سكني,68,15221.73913
2023,2,المنطقة الشرقية,بقيق,استديو - سكني,25,11647.05882
2023,2,المنطقة الشرقية,حفر الباطن,استديو - سكني,554,7940.576744
2023,2,المنطقة الشرقية,رأس تنورة,استديو - سكني,46,10915
2023,2,المنطقة الشرقية,قرية العليا,استديو - سكني,1,9600
2023,2,المنطقة الشرقية,قرية العليا - الرفيعه,استديو - سكني,2,10800
2023,2,المنطقة الشرقية,الاحساء,دوبلاكس - سكني,36,20590.90909
2023,2,المنطقة الشرقية,الجبيل,دوبلاكس - سكني,8,38875
2023,2,المنطقة الشرقية,الخبر,دوبلاكس - سكني,146,53675.84112
2023,2,المنطقة الشرقية,الخفجي,دوبلاكس - سكني,1,15600
2023,2,المنطقة الشرقية,الدمام,دوبلاكس - سكني,237,40804.73488
2023,2,المنطقة الشرقية,العيون,دوبلاكس - سكني,4,19666.66667
2023,2,المنطقة الشرقية,القطيف,دوبلاكس - سكني,46,26676.62791
2023,2,المنطقة الشرقية,القيصومة,دوبلاكس - سكني,1,24000
2023,2,المنطقة الشرقية,النعيرية,دوبلاكس - سكني,1,18000
2023,2,المنطقة الشرقية,بقيق,دوبلاكس - سكني,1,12000
2023,2,المنطقة الشرقية,حفر الباطن,دوبلاكس - سكني,5,15300
2023,2,المنطقة الشرقية,رأس تنورة,دوبلاكس - سكني,3,25333.33333
2023,2,المنطقة الشرقية,الاحساء,دور - سكني,261,15426.66222
2023,2,المنطقة الشرقية,الجبيل,دور - سكني,14,29083.33333
2023,2,المنطقة الشرقية,الخبر,دور - سكني,161,29649.20635
2023,2,المنطقة الشرقية,الخفجي,دور - سكني,58,17668
2023,2,المنطقة الشرقية,الدمام,دور - سكني,460,26891.85908
2023,2,المنطقة الشرقية,الذيبية,دور - سكني,5,14040
