السنة,الربع,الربع ,رقم الربع ,المنطقة,المدينة,الحي,نوع العقار,عدد الصكوك ,مجموع سعر العقار,المساحة M2,متوسط سعر المتر,الحد الأعلى لسعر المتر,الحد الأدنى لسعر المتر 
2024,2,الربع الثانى,20242,الشرقية,الدمام,الانوار,قطعة أرض-تجارى,1,16924000,18015.4,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,البادية,قطعة أرض-تجارى,9,20495228,6616.32,2274.39225,3095,2188.73
2024,2,الربع الثانى,20242,الشرقية,الدمام,الحسام,قطعة أرض-تجارى,10,14718803,6541.69,2250.000076,2250,2250
2024,2,الربع الثانى,20242,الشرقية,الدمام,ابن خلدون,قطعة أرض-تجارى,2,3300000,1300.88,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,العزيزية,قطعة أرض-تجارى,1,3516000,1352.31,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الدانة,قطعة أرض-تجارى,4,6450000,2588,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,المزروعية,قطعة أرض-تجارى,1,2980000,783,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,أحد,قطعة أرض-تجارى,7,26022917,6887.55,3284.375102,4574.71,2214.29
2024,2,الربع الثانى,20242,الشرقية,الدمام,الأثير,قطعة أرض-تجارى,1,18600250,3086,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الحمراء,قطعة أرض-تجارى,1,1000000,500,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,السلام,قطعة أرض-تجارى,1,8006400,2566,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,هجر,قطعة أرض-تجارى,2,5424000,1989,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الخالدية الجنوبية,قطعة أرض-تجارى,3,43037600,20353.5,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الخالدية الشمالية,قطعة أرض-تجارى,3,4178000,2089,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الرابية,قطعة أرض-تجارى,1,2000000,744.5,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الجلوية,قطعة أرض-تجارى,1,5000000,1272,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,السيف,قطعة أرض-تجارى,19,40433249.75,20888.66,2240.968689,3950,1700
2024,2,الربع الثانى,20242,الشرقية,الدمام,القادسية,قطعة أرض-تجارى,1,2250000,880,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الشعلة,قطعة أرض-تجارى,24,1029336923,1692001.28,1870.040745,2650,1480
2024,2,الربع الثانى,20242,الشرقية,الدمام,الفرسان,قطعة أرض-تجارى,5,4172340,3799.4,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,غرناطة,قطعة أرض-تجارى,2,4250000,1250,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,ميناء الملك عبد العزيز,قطعة أرض-تجارى,1,1500000,600,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الشروق,قطعة أرض-تجارى,4,3939750,2730,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,العمامرة,قطعة أرض-تجارى,1,320000,104.32,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الفيصلية,قطعة أرض-تجارى,5,13160482.27,4255.77,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الضباب,قطعة أرض-تجارى,2,15300000,12074.34,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الفيحاء,قطعة أرض-تجارى,1,1000000,623.22,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,المحمدية,قطعة أرض-تجارى,1,1000000,331.28,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الأمانة,قطعة أرض-تجارى,6,6997608,2978.86,2786.343203,2786.34,2786.34
2024,2,الربع الثانى,20242,الشرقية,الدمام,المنتزة,قطعة أرض-تجارى,2,3217740,1340.72,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,النزهة,قطعة أرض-تجارى,5,53568738,4938.17,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الربيع,قطعة أرض-تجارى,1,4000000,563.88,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الروضة,قطعة أرض-تجارى,6,10697800,3350.92,3818.403131,4000,3666.67
2024,2,الربع الثانى,20242,الشرقية,الدمام,القزاز,قطعة أرض-تجارى,2,3900000,812.9,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,المريكبات,قطعة أرض-تجارى,2,3720000,1200,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الندى,قطعة أرض-تجارى,1,3150000,989,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,النور,قطعة أرض-تجارى,4,6058000,3540.61,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الجامعيين,قطعة أرض-تجارى,2,14080750,4832.3,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,ضاحية الملك فهد,قطعة أرض-تجارى,76,121602813.4,64541.31,1891.457362,3253.57,1217.39
2024,2,الربع الثانى,20242,الشرقية,الدمام,بدر,قطعة أرض-تجارى,2,3200000,1636,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,طيبة,قطعة أرض-تجارى,10,20162858,6759.5,2866.766862,3888.89,1800
2024,2,الربع الثانى,20242,الشرقية,الدمام,غرب الدمام,قطعة أرض-تجارى,14,290709599.3,2274169.12,123.4676313,1443.75,99.18
2024,2,الربع الثانى,20242,الشرقية,الدمام,مدينة العمال,قطعة أرض-تجارى,2,1956835.6,694.46,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,المنار,قطعة أرض-تجارى,9,12481842,7924.94,1219.942836,1749.18,1030
2024,2,الربع الثانى,20242,الشرقية,الدمام,النهضة,قطعة أرض-تجارى,4,10170000,3571.31,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,النورس,قطعة أرض-تجارى,4,19180918.8,23241.84,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,ابن خلدون,قطعة أرض-سكنى,5,2780000,1945.32,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الأثير,قطعة أرض-سكنى,10,12526452,5909.01,2119.890134,3919.09,1000
2024,2,الربع الثانى,20242,الشرقية,الدمام,البديع,قطعة أرض-سكنى,4,4380000,2226,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الأتصالات,قطعة أرض-سكنى,5,3501358,2170.5,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الأمير محمد بن سعود,قطعة أرض-سكنى,1,388530,363.31,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الانوار,قطعة أرض-سكنى,2,6095005,5344.05,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الحسام,قطعة أرض-سكنى,18,27219325,10243.88,2250.000213,2250,2250
2024,2,الربع الثانى,20242,الشرقية,الدمام,الخليج,قطعة أرض-سكنى,7,1945000,898.12,1441.196266,1631.85,1229.94
2024,2,الربع الثانى,20242,الشرقية,الدمام,الدانة,قطعة أرض-سكنى,2,4212714.9,1590,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,السلام,قطعة أرض-سكنى,2,12779944.64,5857.88,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,العزيزية,قطعة أرض-سكنى,4,4500000,1875,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الفرسان,قطعة أرض-سكنى,21,27983142.2,16841.53,1435.121623,3030.3,1050
2024,2,الربع الثانى,20242,الشرقية,الدمام,القادسية,قطعة أرض-سكنى,17,5673250,4053.01,1323.120563,1709.4,854.7
2024,2,الربع الثانى,20242,الشرقية,الدمام,الخالدية الجنوبية,قطعة أرض-سكنى,2,850000,597.3,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الريان,قطعة أرض-سكنى,2,3475000,860.51,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,السيف,قطعة أرض-سكنى,56,67355141.8,36424.34,1851.001156,1950,1790
2024,2,الربع الثانى,20242,الشرقية,الدمام,المزروعية,قطعة أرض-سكنى,3,3962018,1620.66,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,المنار,قطعة أرض-سكنى,12,18755071.64,12880.01,1450.487252,1750.03,1366.12
2024,2,الربع الثانى,20242,الشرقية,الدمام,المنتزة,قطعة أرض-سكنى,20,45590536.4,12338.93,3771.351802,5943.7,2400
2024,2,الربع الثانى,20242,الشرقية,الدمام,الحمراء,قطعة أرض-سكنى,4,4614219.67,2421.5,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الضباب,قطعة أرض-سكنى,3,2573265,1940.02,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,المحمدية,قطعة أرض-سكنى,10,26995000,9577,2255.632582,2857.14,1904.76
2024,2,الربع الثانى,20242,الشرقية,الدمام,الناصرية,قطعة أرض-سكنى,3,1529588,1196.5,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,النور,قطعة أرض-سكنى,7,5873126.21,3722.97,1719.33833,2064.98,1600
2024,2,الربع الثانى,20242,الشرقية,الدمام,أحد,قطعة أرض-سكنى,12,11799596,7266.5,1877.374481,2978.72,1560
2024,2,الربع الثانى,20242,الشرقية,الدمام,البادية,قطعة أرض-سكنى,23,14050111,6491.73,2136.078603,2613.62,1600
2024,2,الربع الثانى,20242,الشرقية,الدمام,الجوهرة,قطعة أرض-سكنى,1,3760000,864.88,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الخالدية الشمالية,قطعة أرض-سكنى,5,6127750,2786.25,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,بدر,قطعة أرض-سكنى,11,8899291.42,5712,1663.043478,1785.71,1469.39
2024,2,الربع الثانى,20242,الشرقية,الدمام,الجلوية,قطعة أرض-سكنى,21,27442000,14062.09,1934.920636,2871.77,1500
2024,2,الربع الثانى,20242,الشرقية,الدمام,هجر,قطعة أرض-سكنى,4,9461856,3233.88,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,السوق,قطعة أرض-سكنى,2,860000,400.02,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الشعلة,قطعة أرض-سكنى,71,127768365.6,84032.07,1538.408122,1720,1480
