ج,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,716,703"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,715,930"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,716,876"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,711,068"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,716,885"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,716,649"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,715,787"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,035"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,721,611"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,721,323"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,713,328"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,710,445"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,703,183"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,718,582"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,719,902"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,721,510"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,705,361"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,712,211"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,045"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,716,240"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,161"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,042"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,177"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,201"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,707,328"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,715,148"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,716,047"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,711,693"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,717,602"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,704,388"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,036"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,715,830"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,715,905"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,721,568"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,049"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,181"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,722,929"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,716,948"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,714,643"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,709,601"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,702,030"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,715,437"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,719,036"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,722,936"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,706,553"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,158"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,715,668"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,703,405"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,707,217"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,065"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,713,939"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,703,200"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,187"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,703,874"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,708,300"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,715,121"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,722,429"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,153"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,057"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,722,507"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,722,469"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,712,777"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,715,863"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,723,011"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,722,378"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,716,914"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,702,901"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,702,796"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,703,434"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,703,746"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,702,721"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,702,998"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,702,795"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,707,964"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,704,573"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,705,535"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,710,318"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,713,291"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,708,855"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,713,083"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,713,088"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,713,730"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,710,537"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,713,087"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,711,297"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,704,571"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,704,987"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,705,989"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,702,859"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,704,575"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,713,452"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,710,315"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,702,886"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,711,131"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,702,695"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,702,887"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,713,289"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,713,613"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,710,357"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,703,318"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,702,700"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,702,793"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,702,696"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/08/27,"31,710,535"
