Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
  المؤشر العقاري للأحياء بمدينة جدة  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,
,,,,,,,,,,,,
المدينة,جده,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات
يونيو,,,,400000,504.05,1,2159091,3338.52,6,,,
يوليو,775000,1348.03,3,1938667,2538.76,6,,,,,,
اوغسطس,330000,99.26,1,600000,510,1,2355000,5451.16,12,,,
سبتمبر,,,,550000,1864.56,3,2654000,2539.94,8,,,
اكتوبر,3980000,2396.64,4,430000,1311.6,3,3830000,1479.08,4,,,
نوفمبر,700000,4171.62,3,,,,6911009,4374.31,5,,,
ديسمبر,2813000,1994.08,4,200000,908.73,2,900000,2119.64,3,,,
حي/بنى مالك,95780884,29932.665,117,95180383,36407.065,124,114459530,41856.702,128,60374393,21483.735,52
يناير,4141732,2129.53,8,7884548,2277.55,9,7089568,3411.822,9,13251500,4309.515,11
فبراير,15474168,3101.01,13,6123042,2896.26,10,12870228,4517.61,18,20399941,8822.425,20
مارس,8824000,2190.03,5,7714342,2873.63,14,3320000,927.83,4,22017202,7056.405,17
ابريل,13177679,2725.105,12,6078826,3001.19,14,1052000,265.13,2,4705750,1295.39,4
مايو,4442743,2211.34,11,5855001,2692.29,9,1400000,549,2,,,
يونيو,5088147,980.75,5,3361938,748.53,4,10915500,4618.36,15,,,
يوليو,6314939,2283.46,12,4642675,1918.04,5,7653565,3591.24,15,,,
اوغسطس,3701874,1489.58,7,2634368,1016.7,4,5254450,2093.07,8,,,
سبتمبر,11688355,3112.22,11,6602689,1884.3,10,20621947,6514.59,15,,,
اكتوبر,6720270,4612.03,11,9907000,3813.29,12,4008500,2670.82,9,,,
نوفمبر,11589744,3342.8,13,26469599,10305.8,20,22927772,7466.26,18,,,
ديسمبر,4617233,1754.81,9,7906355,2979.485,13,17346000,5230.97,13,,,
حي/بني مالك,,,,,,,250000,209.92,1,,,
يوليو,,,,,,,250000,209.92,1,,,
حي/ثول,4475000,11836.07,18,7920170,14791.04,35,9158300,15983.86,38,2125000,5170.15,12
يناير,,,,855000,2595.5,6,1505000,3161.35,7,740000,1621.22,4
فبراير,110000,167.71,1,595000,1280,3,1115000,800,2,575000,1735.5,4
مارس,,,,872999,1649.39,4,565000,1595.5,4,615000,1291,3
ابريل,260000,795.5,2,,,,,,,195000,522.43,1
مايو,40000,400,1,120000,400,1,150000,400,1,,,
يونيو,2300000,5276.64,1,685000,919,2,560000,1295.5,3,,,
يوليو,50000,400,1,150000,460,1,100000,400,1,,,
اوغسطس,445000,1221.22,4,260000,800.68,2,678300,1620,4,,,
سبتمبر,200000,560,1,865000,1467.71,4,620000,1600,4,,,
اكتوبر,360000,955,2,720000,1795.26,4,350000,840,2,,,
نوفمبر,100000,400,1,565000,1600,4,1180000,2084.27,5,,,
ديسمبر,610000,1660,4,2232171,1823.5,4,2335000,2187.24,5,,,
حي/جنوب جدة جنوب طريق مكة المكرمة,,,,,,,700000,1068.24,2,,,
يناير,,,,,,,600000,600.24,1,,,
يوليو,,,,,,,100000,468,1,,,
حي/جنوب جده كيلو 16/15,,,,,,,420000,820.5,1,,,
اكتوبر,,,,,,,420000,820.5,1,,,
حي/جوهرة العروس,220672572,1211744.455,1462,446568632,1857888.82,2274,629340064,1893900.76,2333,474355383,1129551.61,1394
يناير,15959317,79432.53,91,49648150,238415.8,289,36811876,124024.38,146,133722296,349084.83,437
فبراير,13579550,76002.6,92,47062200,211721.48,259,50723000,168608.88,205,132194073,310463.17,382
مارس,13312750,75703.09,94,31266522,140168.58,176,45324750,136673.92,165,138085014,313260.85,385
ابريل,20985179,125510.6,137,27106250,140427.87,171,3720000,11019.5,14,70354000,156742.76,190
مايو,11660384,66642.57,80,17197700,74011.58,88,4538370,22915.14,30,,,
يونيو,3595386,18798.56,23,15999000,67665.93,82,55264126,176613.28,218,,,
يوليو,18756735,112363.51,131,47254732,189155.47,224,32039001,109956.16,138,,,
اوغسطس,9598300,55626.765,70,32328715,124253.54,150,40952700,136801.76,173,,,
سبتمبر,10800101,70537.06,87,50652400,180614.49,227,54455788,184778.72,230,,,
اكتوبر,29476100,154993.71,194,62836433,237687.36,297,84163141,243909.07,291,,,
نوفمبر,27083270,147646.2,183,35957376,134473.7,170,102628563,265409.89,325,,,
ديسمبر,45865500,228487.26,280,29259154,119293.02,141,118718749,313190.06,398,,,
حي/جوهرة العروس بذهبان غرب طريق المدينة,,,,6558000,26482.12,33,109639148,280101.05,320,89849971,214587.35,251
يناير,,,,,,,2812000,11879.68,14,25569290,65577.4,73
فبراير,,,,,,,5144202,17670.6,19,29977181,65094.79,76
مارس,,,,,,,2115000,6236,7,23911500,61101.17,74
ابريل,,,,110000,992,1,1084600,4053,5,10392000,22813.99,28
مايو,,,,,,,395500,1800,2,,,
يونيو,,,,,,,5515000,21072.79,25,,,
يوليو,,,,,,,2010000,6901,8,,,
اوغسطس,,,,,,,5823000,20315.88,23,,,
سبتمبر,,,,835000,3978,5,11180326,18613,23,,,
اكتوبر,,,,95000,620,1,22755400,52775.17,57,,,
نوفمبر,,,,3138000,11200.93,14,11110620,31068.66,38,,,
ديسمبر,,,,2380000,9691.19,12,39693500,87715.27,99,,,
حي/جوهرة العروس غرب بلدة ذهبان,,,,647000,2138.16,3,3764500,13361.88,18,2484500,7304,10
يناير,,,,,,,120000,620,1,794500,2326,3
فبراير,,,,,,,,,,620000,1511,2
مارس,,,,,,,120000,620,1,470000,2231.5,3
ابريل,,,,,,,125000,620,1,600000,1235.5,2
مايو,,,,,,,50000,620,1,,,
يونيو,,,,,,,318000,1930.98,2,,,
اكتوبر,,,,,,,451500,1235.5,2,,,
نوفمبر,,,,227000,1240,2,825000,2197.7,3,,,
ديسمبر,,,,420000,898.16,1,1755000,5517.7,7,,,
حي/جوهرة ثول,987500,8100,9,682000,8959.5,10,2096446,21462.5,24,1981500,18366,21
يناير,40000,900,1,67000,900,1,290500,3600,4,70000,900,1
فبراير,30000,900,1,,,,693946,3600,4,340000,3600,4
مارس,,,,140000,1795.5,2,,,,534000,5383,6
ابريل,,,,95000,900,1,,,,1037500,8483,10
مايو,50000,900,1,,,,132000,1800,2,,,
يونيو,,,,145000,2664,3,620000,7967,9,,,
اوغسطس,187500,2700,3,,,,60000,900,1,,,
سبتمبر,,,,,,,50000,900,1,,,
اكتوبر,595000,1800,2,195000,1800,2,120000,895.5,1,,,
نوفمبر,,,,40000,900,1,130000,1800,2,,,
ديسمبر,85000,900,1,,,,,,,,,
حي/حارة اليمن,,,,1500000,222,2,2000000,485.24,1,,,
مايو,,,,1500000,222,2,,,,,,
ديسمبر,,,,,,,2000000,485.24,1,,,
حي/حارة برا,446750,374,3,1520000,366.5,3,14825000,509.04,2,250000,119.62,1
يناير,,,,,,,,,,250000,119.62,1
مارس,100000,174,1,,,,,,,,,
مايو,,,,200000,52,1,,,,,,
يوليو,246750,100,1,250000,103.5,1,,,,,,
سبتمبر,,,,,,,125000,119.62,1,,,
اكتوبر,100000,100,1,,,,,,,,,
نوفمبر,,,,,,,14700000,389.42,1,,,
ديسمبر,,,,1070000,211,1,,,,,,
حي/حداء,1672400,2743.945,3,980000,8815.66,5,320000,1039.54,1,,,
فبراير,,,,235000,7236.54,2,,,,,,
مارس,,,,700000,1112.09,2,,,,,,
يونيو,,,,45000,467.03,1,,,,,,
اوغسطس,,,,,,,320000,1039.54,1,,,
سبتمبر,1316000,1464.295,2,,,,,,,,,
نوفمبر,356400,1279.65,1,,,,,,,,,
حي/حكومى,,,,,,,,,,143846611,91796.99,84
يناير,,,,,,,,,,81520023,45382.86,43
فبراير,,,,,,,,,,34128907,30019.81,27
مارس,,,,,,,,,,11530167,5905.59,5
ابريل,,,,,,,,,,16667514,10488.73,9
حي/حى الأمير فواز الجنوبى,95000,575,1,,,,,,,1600000,1244.6,2
فبراير,,,,,,,,,,1600000,1244.6,2
مايو,95000,575,1,,,,,,,,,
حي/خليج سلمان,40800000,12618.51,18,32976691,10783.77,18,138758261,29979.46,27,45138095,22574.44,11
يناير,5000000,1476.18,1,2000000,600,1,,,,11338095,2707.2,3
فبراير,2250000,600,1,6000000,1884.69,3,14392857,4023.93,4,,,
مارس,14000000,4200,7,4000000,1200,2,4200000,1650,3,26500000,9267.24,6
ابريل,6000000,1800,3,,,,,,,7300000,10600,2
مايو,4000000,1200,2,1500000,588.92,1,2600000,588.92,1,,,
يونيو,,,,,,,70800000,10405.27,7,,,
يوليو,,,,6000000,1792.28,3,4978247,1200,2,,,
اوغسطس,,,,4021691,1267.88,2,,,,,,
سبتمبر,,,,4000000,1200,2,,,,,,
اكتوبر,5350000,2076.19,2,1250000,600,1,,,,,,
نوفمبر,4200000,1266.14,2,,,,3259158,1476.19,1,,,
ديسمبر,,,,4205000,1650,3,38527999,10635.15,9,,,
حي/خليج سلمان غرب طريق المدينة,,,,,,,61592495,1193653,1,,,
نوفمبر,,,,,,,61592495,1193653,1,,,
حي/درة العروس,66668625,22327.22,27,27465995,10100.01,15,138072324,37615.698,69,104481678,27748.365,40
يناير,5250000,1598.17,2,3900000,1004.81,2,8131400,2434.82,3,52744837,14120.03,14
فبراير,2399999,6690,7,,,,18998000,4409.76,13,15193072,4324.41,9
مارس,,,,,,,1050000,234.44,1,11149245,2641.685,7
ابريل,3900000,1302.18,1,9887500,3150,3,2250000,515.59,1,25394524,6662.24,10
مايو,11537601,3491.91,5,,,,3150000,1050,1,,,
يونيو,2200000,532.19,1,2584000,1600.2,2,33313634,10014.25,15,,,
يوليو,5450000,2081.33,3,6617750,2200,3,3000000,1079.88,1,,,
اوغسطس,4300000,1028.44,1,1220782,775,1,10375000,3599.66,6,,,
سبتمبر,5200000,1058.09,2,,,,16870000,3621.82,10,,,
اكتوبر,3931025,1487.41,2,,,,12487500,3770.67,4,,,
نوفمبر,22500000,3057.5,3,1955963,1052.5,2,12666250,3226.4,5,,,
ديسمبر,,,,1300000,317.5,2,15780540,3658.408,9,,,
حي/ذهبان,35251149,619259.202,59,73870044,159583.28,82,116689679,330136.19,90,69506896,569094.31,31
يناير,9310649,238020.262,13,4042527,7273.02,10,2811954,3651.83,6,13846134,237322.36,15
فبراير,1427306,852.5,2,9912777,15831.13,13,25651912,125769.48,12,3421909,5586.3,6
مارس,1001653,227411.17,2,4126174,4626.82,7,32340000,144176.61,7,50488853,323986.87,7
ابريل,5812000,18371.66,7,2394022,2566.74,4,,,,1750000,2198.78,3
مايو,412765,282.37,1,5351788,4159.84,9,,,,,,
يونيو,,,,5097266,2868.71,8,3741074,10813.26,5,,,
يوليو,1040000,8623.7,5,260000,1479.19,2,100000,566.14,1,,,
اوغسطس,1999308,1673.84,2,220000,387.9,1,7617316,2702.35,8,,,
سبتمبر,2144664,3248.94,3,11715736,102979.57,8,13705270,5134.13,14,,,
اكتوبر,6060896,106140,3,25100473,9765.92,9,23809128,22417.1,23,,,
نوفمبر,2366000,5902.4,8,4124281,2094.44,5,3874925,8562.5,6,,,
ديسمبر,3675908,8732.36,13,1525000,5550,6,3038100,6342.79,8,,,
حي/ذهبان_أبحر الشمالية,,,,500000,846,1,7837000,10341,12,1000000,846,1
يناير,,,,,,,1151000,1746,2,,,
فبراير,,,,,,,1351000,1746,2,,,
مارس,,,,,,,1400000,1692,2,1000000,846,1
يونيو,,,,,,,3935000,5157,6,,,
ديسمبر,,,,500000,846,1,,,,,,
حي/زهرة الخليج ( خليج سلمان ) المكمل/ ب,,,,280000,895.5,1,1415850,3600,4,460000,900,1
ابريل,,,,,,,,,,460000,900,1
سبتمبر,,,,,,,310000,900,1,,,
نوفمبر,,,,,,,353500,900,1,,,
ديسمبر,,,,280000,895.5,1,752350,1800,2,,,
حي/زهرة الخليج (المكمل ب ),,,,220000,900,1,,,,,,
ديسمبر,,,,220000,900,1,,,,,,
حي/شرق الخط السريع,,,,10091333,104083.79,166,22625734,57641.62,92,3100000,4200,7
يناير,,,,,,,1298000,2432.51,4,400000,600,1
فبراير,,,,,,,6751800,22937.73,37,1300000,2400,4
مارس,,,,,,,4623498,15481.09,23,1400000,1200,2
ابريل,,,,,,,50000,600,1,,,
مايو,,,,,,,100000,791,1,,,
يونيو,,,,,,,2469000,5400,9,,,
اوغسطس,,,,,,,1630436,3000,5,,,
سبتمبر,,,,3560000,50479.9,80,620000,1200,2,,,
اكتوبر,,,,2190000,45803.89,73,400000,1200,2,,,
نوفمبر,,,,3827047,6600,11,2009000,1899.29,3,,,
ديسمبر,,,,514286,1200,2,2674000,2700,5,,,
حي/شرق السليمانية,1100000,600,1,,,,,,,,,
فبراير,1100000,600,1,,,,,,,,,
حي/شرق طريق المدينة المنورة كيلو الثامن عشر,,,,525000,1620,1,680000,1620,1,,,
فبراير,,,,,,,680000,1620,1,,,
نوفمبر,,,,525000,1620,1,,,,,,
حي/شرق طريق المدينة كيلو 14/13,3500000,750,1,,,,,,,,,
اكتوبر,3500000,750,1,,,,,,,,,
حي/شرق طريق المدينة كيلو 9/8,,,,980000,380.75,2,,,,,,
ابريل,,,,750000,276.75,1,,,,,,
يونيو,,,,230000,104,1,,,,,,
حي/شمال جدة بذهبان,,,,,,,17828779,384268,1,,,
يناير,,,,,,,17828779,384268,1,,,
حي/شمال جدة حرة الوقرة,,,,,,,30000000,1327668,1,,,
يونيو,,,,,,,30000000,1327668,1,,,
حي/شمال طريق مكة المكرمة بالكيلو 15/14,,,,,,,550000,911.36,1,,,
فبراير,,,,,,,550000,911.36,1,,,
حي/طريق المدينه المنورة جهة الكراع بجده ابحر الشماليه,,,,1250000,330,1,1400000,330,1,,,
يونيو,,,,,,,1400000,330,1,,,
سبتمبر,,,,1250000,330,1,,,,,,
حي/طيبة,263607995,177661.36,263,294594320,197149.33,285,252654255,202050.19,240,106607505,116990.56,95
يناير,20475173,12324.15,23,26722202,16687.83,28,26030420,14788.68,23,32848050,21877,24
فبراير,15492570,9868.59,16,19141770,16252.3,22,15583598,10350.74,18,25333549,19168.52,29
مارس,20923075,17036.31,21,29197321,19106.89,28,12413794,6912.68,13,29572158,20132.08,26
ابريل,28195487,12760.77,23,34601020,20784.21,29,4218000,2825,4,18853748,55812.96,16
مايو,28152632,16553.98,26,11545538,9308.71,17,6780000,3456.55,5,,,
يونيو,3040000,1408.5,3,9158251,7199.56,9,43391758,24878.62,38,,,
يوليو,28781923,16427.74,21,27209214,17592.53,24,9614837,11716.1,17,,,
اوغسطس,19683028,6065.93,11,16210625,11761.6,18,8120259,5644.5,9,,,
سبتمبر,13928877,11841.7,15,37502343,19086.99,31,27073215,58771.36,27,,,
اكتوبر,19821125,16719.5,21,38102747,30129.9,35,14790847,11598.03,15,,,
نوفمبر,23371300,20443.44,27,18445837,13126.9,20,35712034,22970.64,34,,,
ديسمبر,41742805,36210.75,56,26757452,16111.91,24,48925493,28137.29,37,,,
حي/عنيكش,11184001,2538.94,5,3072500,2150.4,8,11865000,2814.72,7,195000,249.48,2
يناير,,,,197500,112.1,1,,,,,,
فبراير,,,,860000,636.91,2,500000,220.38,1,,,
مارس,170000,162.25,1,,,,,,,,,
ابريل,,,,1270000,855.89,2,,,,195000,249.48,2
مايو,,,,155000,76.11,1,,,,,,
يونيو,,,,290000,196.05,1,10450000,1880.47,2,,,
يوليو,9950001,1643,1,,,,,,,,,
سبتمبر,900000,621.59,2,,,,545000,355.67,3,,,
نوفمبر,,,,300000,273.34,1,370000,358.2,1,,,
ديسمبر,164000,112.1,1,,,,,,,,,
حي/غليل,15665217,13575.185,26,17195000,11253.615,42,10017334,6414.62,21,12856653,5754.28,14
يناير,1311217,441.29,2,60000,66.66,1,1240000,741.84,2,708716,638,5
فبراير,4370000,1082.825,3,1975000,1548.6,6,200000,57.3,1,,,
مارس,,,,1250000,1019.37,4,1505000,808.66,4,2080000,1094.21,2
ابريل,4480000,1317.12,4,500000,269.21,1,,,,10067937,4022.07,7
مايو,1720000,857.65,4,1520000,560,2,200000,475,1,,,
يونيو,240000,100.65,1,,,,290000,147.84,1,,,
يوليو,1169000,8241.32,3,640000,720.27,3,3110000,2275.09,4,,,
اوغسطس,50000,155.2,1,3150000,2058.07,7,,,,,,
سبتمبر,250000,161.3,1,1790000,1400.57,7,612334,635.98,4,,,
اكتوبر,490000,254.93,2,150000,126.21,1,1800000,600,1,,,
نوفمبر,685000,683.03,4,5010000,2834.655,8,975000,602.5,2,,,
ديسمبر,900000,279.87,1,1150000,650,2,85000,70.41,1,,,
حي/قاعدة الملك فيصل البحرية,17000000,9862.93,1,,,,,,,,,
ابريل,17000000,9862.93,1,,,,,,,,,
حي/قباء,9011000,6325.53,7,16810000,21789.6,19,18049500,13165.53,15,2700000,2321.09,2
يناير,,,,1250000,1423.74,1,,,,1700000,1121.09,1
فبراير,,,,,,,2350000,1800,2,,,
مارس,850000,1200,1,1300000,2800,3,1280000,1800,2,1000000,1200,1
ابريل,3101000,927.03,2,2300000,2627.33,2,,,,,,
مايو,,,,990000,600,1,,,,,,
يونيو,,,,1700000,2400,2,3150000,1104,2,,,
يوليو,1200000,1198.5,1,750000,1200,1,2150000,2310.16,2,,,
اوغسطس,,,,800000,1200,1,,,,,,
سبتمبر,,,,1900000,2400,2,,,,,,
اكتوبر,,,,2650000,1800,2,3031500,1800,2,,,
نوفمبر,1500000,600,1,1750000,2938.53,2,6088000,4351.37,5,,,
ديسمبر,2360000,2400,2,1420000,2400,2,,,,,,
حي/قويزة,,,,,,,790000,1204.95,3,200000,352.46,1
يناير,,,,,,,290000,318.42,1,,,
ابريل,,,,,,,,,,200000,352.46,1
يونيو,,,,,,,100000,764.77,1,,,
ديسمبر,,,,,,,400000,121.76,1,,,
حي/كتانة,,,,850000,2059.9,1,,,,,,
اكتوبر,,,,850000,2059.9,1,,,,,,
حي/كيلو 14,378000,200.2,2,150000,95.3,1,170000,99,1,,,
فبراير,278000,100.1,1,,,,,,,,,
يوليو,,,,150000,95.3,1,,,,,,
اوغسطس,,,,,,,170000,99,1,,,
ديسمبر,100000,100.1,1,,,,,,,,,
حي/مدائن الفهد,134104100,39280.72,120,104330241,40154.94,115,53120307,28007.02,84,21447877,8057.14,24
يناير,3131000,1199.38,6,1657116,828.83,4,3351023,1577.6,9,4274782,1324.18,6
فبراير,6839984,2962.56,12,29931525,5160.08,11,6430779,3233.96,11,4990000,2352.01,6
مارس,6704878,1834.18,6,9840000,5066.85,12,4339123,1447.55,4,6996428,2316.88,7
ابريل,17794335,5266.41,16,4414268,1741.53,8,435000,173.03,2,5186667,2064.07,5
مايو,9687624,3010.87,15,8656000,2166.83,7,1000000,424.58,1,,,
يونيو,1492965,800.27,3,690000,450.39,4,5467500,2319.04,6,,,
يوليو,15378078,4511.31,11,1592809,1119.52,6,1143000,522.79,4,,,
اوغسطس,9211081,2822.26,6,7953312,4664.1,16,1005000,562.9,2,,,
سبتمبر,13792423,2009.7,8,5545000,1908.16,5,5745000,7102.18,14,,,
اكتوبر,6367539,2664.34,10,7069473,3747.58,13,6596307,2874.34,9,,,
نوفمبر,4229631,2630.15,8,20725825,10615.68,19,11104290,3858.97,12,,,
ديسمبر,39474562,9569.29,19,6254913,2685.39,10,6503285,3910.08,10,,,
حي/مدائن الفهد/ 4,1139000,536.304,4,3310884,1546.178,7,690000,227.9,2,320000,127.52,1
يناير,,,,,,,,,,320000,127.52,1
يوليو,,,,200000,180.07,1,690000,227.9,2,,,
اوغسطس,220000,127.52,1,360000,137.85,1,,,,,,
سبتمبر,739000,294.427,2,770884,275.7,2,,,,,,
نوفمبر,,,,330000,95.558,1,,,,,,
ديسمبر,180000,114.357,1,1650000,857,2,,,,,,
حي/مدائن الفهد/2,,,,,,,680000,269.5,2,,,
يناير,,,,,,,330000,134.75,1,,,
سبتمبر,,,,,,,350000,134.75,1,,,
حي/مريخ,368184891,167830.345,833,482587847,254398.98,1024,652208849,343473.263,1118,200401470,104445.164,326
يناير,39120089,16990.38,74,46455706,24416.85,110,62190240,29516.88,105,74384000,36236.16,134
فبراير,36137546,18096.067,86,40496980,18977.52,93,72512858,32424.919,111,52581981,33019.85,75
مارس,36776922,12828.308,80,40197836,20651.78,95,52706978,24077.74,100,58017825,26686.774,81
ابريل,32929025,16482.16,77,38760582,17868.75,91,23891120,7004.02,36,15417664,8502.38,36
مايو,36286514,14237.44,72,29497362,16858.95,69,23421907,8642.79,47,,,
يونيو,8536210,5083.47,24,27002234,12582.52,59,54248492,29752.293,139,,,
يوليو,23729383,9942.835,63,34580991,18354.91,84,35693324,24600.44,75,,,
اوغسطس,12800972,5340.03,34,32286445,19754.47,58,30531408,18172.635,55,,,
سبتمبر,20116468,10977.17,43,29158631,18782.12,64,91692279,52662.9,145,,,
اكتوبر,35986852,17514.42,94,85764705,41108.07,140,73447244,47051.952,102,,,
نوفمبر,28269560,14202.635,69,35942029,18432.375,79,66515283,30169.053,107,,,
ديسمبر,57495350,26135.43,117,42444346,26610.665,82,65357716,39397.641,96,,,
حي/مشرفة,206263229,56719.485,106,240561740,71593.3,121,182840013,55060.015,96,82610853,25327.63,39
يناير,63073658,9988.95,15,27114941,9901.62,23,7689300,2504.36,10,30468500,7665.8,15
فبراير,2120000,2238.7,4,15950000,5335.15,13,12661628,3170.3,6,10932500,7207.49,7
مارس,6700000,5394.33,10,21229999,6202.48,12,10872834,4262.53,8,17319000,4688.61,9
ابريل,32150623,7454.375,11,25362822,12381.38,15,1100000,460,1,23890853,5765.73,8
مايو,14450000,3556.58,7,20816428,5891.68,10,1600000,825,1,,,
يونيو,2200000,1282.02,4,1931295,887.79,2,29426000,12700.74,17,,,
يوليو,4168000,1686.425,4,76108257,17571.77,14,26954694,4451.24,8,,,
اوغسطس,5319129,1475.96,4,6974998,3152.68,7,3980000,1663.63,4,,,
سبتمبر,9162340,3571.25,10,9745000,1591.59,6,17204802,3103.75,7,,,
اكتوبر,3750000,2633.2,4,8337000,1751.85,4,13384000,4984.175,9,,,
نوفمبر,32085000,9725.085,21,8815000,3244.67,7,33021755,10166.7,12,,,
ديسمبر,31084479,7712.61,12,18176000,3680.64,8,24945000,6767.59,13,,,
حي/مطار جدة القديم,4110625,1082.87,5,372034,104.27,1,1172677,410.62,4,717001,104.27,1
يناير,3175000,775.1,2,,,,,,,,,
مارس,100000,100.91,1,,,,,,,717001,104.27,1
يونيو,445625,100.91,1,,,,,,,,,
اوغسطس,,,,,,,330000,201.82,2,,,
اكتوبر,,,,372034,104.27,1,,,,,,
نوفمبر,390000,105.95,1,,,,442677,97.96,1,,,
ديسمبر,,,,,,,400000,110.84,1,,,
حي/منح اساتذة الجامعات شرق جدة شمال طريق عسفان,,,,2600000,2400.4,3,6950000,7291.4,6,2000000,2400,2
يناير,,,,,,,3250000,3600,3,1000000,1200,1
مارس,,,,,,,1150000,1291,1,1000000,1200,1
يوليو,,,,550000,600,1,,,,,,
سبتمبر,,,,850000,600,1,2550000,2400.4,2,,,
نوفمبر,,,,1200000,1200.4,1,,,,,,
حي/منطقة ذهبان,2006250,7742.45,17,8730000,13353.44,29,24391200,32155.18,58,7940000,8657.97,17
يناير,,,,1050000,2182.85,5,,,,1910000,2076.07,5
فبراير,250000,2241,5,,,,1595000,2700,3,2830000,3181.9,6
مارس,150000,1331.42,3,140000,353.73,1,3175000,4110.1,9,2100000,2100,4
ابريل,100000,800,2,240000,516.86,1,,,,1100000,1300,2
مايو,50000,400,1,,,,600000,800,2,,,
يوليو,,,,2000000,2000,5,625000,900,1,,,
اوغسطس,,,,2350000,3700,8,770000,800,2,,,
سبتمبر,80000,353.73,1,1345000,2100,4,,,,,,
اكتوبر,280000,916.3,2,1405000,2100,4,3535000,4395.3,8,,,
نوفمبر,,,,,,,8615000,12450.03,20,,,
ديسمبر,1096250,1700,3,200000,400,1,5476200,5999.75,13,,,
حي/ميناء جدة الاسلامى,,,,2150000,14922.9,6,,,,,,
يناير,,,,2150000,14922.9,6,,,,,,
حي/وادى غيا,,,,,,,2000000,7761.4,3,,,
فبراير,,,,,,,2000000,7761.4,3,,,
