Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
  المؤشر العقاري للأحياء بمدينة جدة  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,
,,,,,,,,,,,,
المدينة,جده,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات
حي/الزهور,,,,1624000,8054.55,9,9610000,33250,39,1730000,4495.5,7
يناير,,,,,,,1640000,6262.5,7,380000,900,1
فبراير,,,,,,,235000,900,1,680000,2250,4
مارس,,,,1139000,6259.05,7,1110000,4500,6,670000,1345.5,2
ابريل,,,,,,,450000,1800,2,,,
مايو,,,,240000,895.5,1,242000,900,1,,,
يونيو,,,,,,,2128000,8550,10,,,
يوليو,,,,,,,340000,1800,2,,,
اوغسطس,,,,,,,280000,900,1,,,
سبتمبر,,,,,,,910000,3150,4,,,
اكتوبر,,,,245000,900,1,1775000,3600,4,,,
نوفمبر,,,,,,,500000,887.5,1,,,
حي/الساحل,68307415,59874.31,26,93656664,100659.92,46,659921353,505812.65,109,52801210,98305.84,62
يناير,1279586,2358.25,4,1938280,6438.28,9,238689929,169984.87,14,19480062,39034.13,14
فبراير,2755000,6527.5,6,,,,393096232,274431.14,17,8376905,18592.25,17
مارس,550000,1200,2,890000,1764,3,2280000,4980,5,5797025,13176.17,17
ابريل,650000,1147.5,1,51084073,41499.15,5,870000,287.5,1,19147218,27503.29,14
مايو,9140000,9035,3,2300000,12975.2,4,850000,287.5,1,,,
يونيو,1000000,745.5,1,400000,587.88,1,4364313,7751,6,,,
يوليو,34159502,23434.42,4,1205000,2786,4,1959500,3953.75,7,,,
اوغسطس,627335,570.5,1,,,,1349257,2978,5,,,
سبتمبر,145000,607.5,1,2930000,5262,6,3150000,7428.55,9,,,
اكتوبر,,,,425000,1775,3,5139998,10593.56,14,,,
نوفمبر,,,,29844311,22622.41,6,4852124,13180.5,17,,,
ديسمبر,18000992,14248.14,3,2640000,4950,5,3320000,9956.28,13,,,
حي/السامر,122137367,52242.1505,107,113009046,129755.095,105,219590535,101822.998,92,33714860,15815.94,30
يناير,6995073,2854.57,8,11268041,5747.05,12,10419040,13329.99,11,9257586,5400.9,14
فبراير,8219508,4014.05,7,11977454,7379.14,12,9874685,3465.1,7,12387647,5307.82,7
مارس,15748863,5727.53,11,2840000,4551.69,4,8555660,2695.83,7,9879222,4140.6,7
ابريل,10867041,5056.01,13,9626578,9184.49,9,,,,2190405,966.62,2
مايو,16424314,7935.745,16,7909677,4195.5,9,6702193,2961.52,6,,,
يونيو,200000,650,1,9690513,5297.435,12,11777079,6152.82,13,,,
يوليو,9170207,5013.5105,9,13703117,67023.61,7,6595218,3384.71,7,,,
اوغسطس,10500191,4419.265,10,6781526,3156.11,7,5652591,2024.866,6,,,
سبتمبر,12132046,6472.83,12,9405942,3422.02,6,8998434,6538.54,11,,,
اكتوبر,13115082,4764.4,9,14865000,5540.17,10,134308014,54738.62,10,,,
نوفمبر,10886891,2550,4,7308180,2937.02,8,7615000,2666.865,6,,,
ديسمبر,7878151,2784.24,7,7633018,11320.86,9,9092621,3864.137,8,,,
حي/السبيل,869000,1508.73,10,2545799,3332.66,19,2275000,1759.86,16,1090000,701.47,5
يناير,110000,71.5,1,140000,72.22,1,510000,221.47,3,80000,60.06,1
فبراير,168800,129.31,2,300000,149.6,2,,,,560000,287.86,2
مارس,,,,249500,172.96,2,80000,175.96,2,200000,173.25,1
ابريل,80000,87.12,1,86800,922.2,2,,,,250000,180.3,1
مايو,120000,59.87,1,449999,165.32,2,,,,,,
يونيو,,,,45000,50.88,1,610000,462.37,5,,,
يوليو,,,,500000,152.63,1,410000,229.98,2,,,
اوغسطس,45200,922.2,2,140000,74.2,1,,,,,,
سبتمبر,,,,140000,139.8,1,245000,377.5,1,,,
اكتوبر,250000,170.06,2,100000,69.2,1,300000,244.58,2,,,
نوفمبر,,,,,,,120000,48,1,,,
ديسمبر,95000,68.67,1,394500,1363.65,5,,,,,,
حي/السروات,103227622,132836.84,38,155203696,200353.72,91,222014147,289559.8,152,119743325,158102.07,50
يناير,300000,7240,3,,,,1365000,1500,1,16139892,31455.49,7
فبراير,19597500,30150,1,2200000,7450,2,44047123,40489.43,7,47517522,61625.61,24
مارس,2755000,3000,1,31235474,50351.7,35,,,,22633349,21717.61,9
ابريل,34465527,21961.31,10,1110000,5000,2,,,,33452562,43303.36,10
مايو,1100000,6960,2,6755625,8507.5,4,,,,,,
يونيو,2000000,2250,1,4000000,4000,2,26982192,43157.09,28,,,
يوليو,,,,56000000,51481.98,3,,,,,,
اوغسطس,,,,14774200,21106,14,1600000,484.5,1,,,
سبتمبر,,,,18052864,27499.18,19,6869458,9397.92,7,,,
اكتوبر,35072745,52180.03,16,11346900,13067.18,5,6526384,11032.98,6,,,
نوفمبر,2936850,4195.5,2,2000000,2067.18,1,120636334,163988.31,89,,,
ديسمبر,5000000,4900,2,7728633,9823,4,13987656,19509.57,13,,,
حي/السرور,8208000,16695.22,6,29475371,39041.76,18,20215000,27696.52,16,19753683,20057,25
يناير,60000,625,1,,,,500000,1066,1,,,
فبراير,1000000,3966,1,6760000,12275,4,,,,,,
مارس,2200000,2000,1,300000,241.2,1,,,,2753667,4966,5
ابريل,,,,6710000,7451.06,3,,,,17000016,15091,20
مايو,,,,4665000,4932.5,5,,,,,,
يونيو,,,,,,,7025000,10791,4,,,
يوليو,,,,,,,2650000,3720.76,3,,,
اوغسطس,,,,,,,1690000,2425,2,,,
سبتمبر,3000000,2288.12,1,2950000,6052,1,1600000,3198,1,,,
اكتوبر,1000000,6791,1,,,,2000000,1875,1,,,
نوفمبر,,,,1694371,3170,2,2020000,2020.76,2,,,
ديسمبر,948000,1025.1,1,6396000,4920,2,2730000,2600,2,,,
حي/السرورية,,,,,,,600000,2700,1,,,
اوغسطس,,,,,,,600000,2700,1,,,
حي/السلامة,470219813,104988.9725,267,737597448,114494.27,326,426825914,99724.107,257,205177734,35745.3005,105
يناير,56303884,10187.92,29,35277002,9926.7,38,59590029,12790.6,19,87853060,8793.12,21
فبراير,34187853,6173.9075,23,26021602,7028.87,26,18863230,5546.05,16,51317861,13088.9375,42
مارس,23392857,4968.76,15,31973917,6574.5,25,31413718,6216.805,16,39252056,7603.313,20
ابريل,10005226,2530.035,9,46669201,15290.615,27,2597818,670.72,2,26754757,6259.93,22
مايو,45445558,5385.16,15,58779732,14293.62,22,11882160,1623.55,5,,,
يونيو,10101265,1749.42,10,11819460,3035.43,11,154494381,34853.675,77,,,
يوليو,34640011,7067.67,24,40304877,8297.29,34,26262235,6525.365,28,,,
اوغسطس,11715790,4722.2,18,278100780,12276.86,19,18777679,5326.55,12,,,
سبتمبر,61737926,23371.78,35,45737314,7359.62,42,17538484,4903.62,23,,,
اكتوبر,37943245,7037.62,32,69424931,12927.19,29,23832097,6243.287,15,,,
نوفمبر,46559214,11323.53,34,48373624,9960.89,25,26000000,6918.2,17,,,
ديسمبر,98186984,20470.97,23,45115008,7522.685,28,35574083,8105.685,27,,,
حي/السليمانية,50027186,17352.84,26,25518500,10795.57,20,23270803,13775.39,24,6320000,3417.62,8
يناير,2000000,2500,1,1930000,590.27,2,3100000,2265.3,3,1670000,758.81,2
فبراير,4070000,1438.93,7,2500000,625,1,2430000,1328,2,600000,750,2
مارس,2550000,779.78,2,3100000,625,1,890000,625,1,1550000,708.81,2
ابريل,2000000,654.5,1,200000,1551.2,2,,,,2500000,1200,2
مايو,3600000,1056.66,2,3460500,956.46,2,,,,,,
يونيو,10000000,1700,1,,,,1634553,2277.88,4,,,
يوليو,4397375,2924.22,4,1600000,575,1,,,,,,
اوغسطس,4993811,700,1,1100000,652.34,1,,,,,,
سبتمبر,1700000,923.9,1,3800000,2168.21,4,1090000,957.99,3,,,
اكتوبر,,,,2400000,1293.28,3,9990000,3221.22,5,,,
نوفمبر,11566000,4049.85,5,828000,758.81,2,3536250,2350,4,,,
ديسمبر,3150000,625,1,4600000,1000,1,600000,750,2,,,
حي/السنابل,238640845,174559.365,296,302681180,224448.83,364,149077533,91068.09,165,47858607,29092.87,43
يناير,16091984,8726.76,13,30275015,28744.57,49,22098087,12442.12,24,14973500,7984.64,13
فبراير,28302966,12100.39,22,26741225,21087.48,35,19192228,10471.04,21,12186195,8576.03,12
مارس,19489680,13495.92,25,29451243,23466.92,36,14114384,9147.66,18,12341900,8109.7,11
ابريل,31030750,22900.88,38,29845496,19836.73,37,2745000,1147.75,3,8357012,4422.5,7
مايو,16234385,14508.3,24,26455364,20459.14,37,2128000,1275,2,,,
يونيو,2769600,2716.06,4,20587521,14134.35,22,32719000,16831.36,28,,,
يوليو,16275299,13440.95,23,16944392,13840.08,22,11769299,7873.83,15,,,
اوغسطس,8830570,5549.72,10,12611016,8421.19,15,4252804,3809.11,7,,,
سبتمبر,13007500,7637.28,15,31895136,21106.68,35,10055696,6385.51,11,,,
اكتوبر,26637407,23155.91,38,48170580,35280.73,44,11068205,8147.66,13,,,
نوفمبر,28545819,24037.985,40,14721506,8313.43,16,10142831,7954.86,14,,,
ديسمبر,31424885,26289.21,44,14982686,9757.53,16,8791999,5582.19,9,,,
حي/السهل,,,,887331,675,1,,,,100000,1011.2,1
مارس,,,,,,,,,,100000,1011.2,1
نوفمبر,,,,887331,675,1,,,,,,
حي/الشاطئ,631917529,99303.24,153,1069576406,138493.82,268,1009258284,172209.105,199,168402876,27425.818,39
يناير,140868689,26786.81,18,235502273,29299.36,57,43338060,8442.35,23,61603810,7626.02,12
فبراير,10200000,2541.65,6,141533962,17583.65,34,66257281,8540.9,24,49147118,6862.09,11
مارس,25558750,6553.42,9,66906594,6883.8,20,28160351,3217.37,10,33509989,7305.488,14
ابريل,53505000,8303.28,12,45034372,4354.46,15,4000000,625,1,24141959,5632.22,2
مايو,15100000,3973.88,9,49781310,8404.58,24,14050000,2212.53,4,,,
يونيو,86731105,9360.94,6,38844730,6545.8,10,316898028,58803.01,64,,,
يوليو,23273332,3756.91,11,74311837,17626.35,21,16250000,2210.085,5,,,
اوغسطس,,,,81927133,9470.39,8,31741153,7704,9,,,
سبتمبر,16071434,3033.46,6,74220586,11026.5,24,42986000,8738.86,9,,,
اكتوبر,30125245,6966.76,9,52789583,4502.51,18,27922065,7280.21,11,,,
نوفمبر,162826115,19534.14,42,47672794,7189.59,16,155599999,8595.22,12,,,
ديسمبر,67657859,8491.99,25,161051232,15606.83,21,262055347,55839.57,27,,,
حي/الشاطئ/ 2,,,,10000000,2095.68,1,,,,,,
مارس,,,,10000000,2095.68,1,,,,,,
حي/الشاطى,14980000,1898.01,5,47802986,11444.86,11,49455517,12424.13,21,24620400,4443.69,7
يناير,1700000,153.77,1,20261397,4340,2,8366918,723.69,2,1490000,98.51,1
فبراير,2480000,745.5,1,,,,7013599,1406.43,2,12910400,2957.01,3
مارس,,,,,,,,,,6220000,909.4,2
ابريل,,,,,,,,,,4000000,478.77,1
مايو,,,,980000,1542.64,2,,,,,,
يونيو,,,,,,,17925000,6965.44,11,,,
يوليو,,,,,,,4000000,283.84,1,,,
اوغسطس,,,,,,,8900000,2144.67,3,,,
سبتمبر,1350000,173.31,1,,,,,,,,,
اكتوبر,,,,13114764,2428.66,1,,,,,,
نوفمبر,8000000,675.37,1,2659985,514.79,4,3250000,900.06,2,,,
ديسمبر,1450000,150.06,1,10786840,2618.77,2,,,,,,
حي/الشرائع,,,,2583000,18873,21,2599000,27987.5,31,4069700,24010,27
يناير,,,,,,,60000,900,1,2233000,11431,13
فبراير,,,,,,,,,,640000,3535.5,4
مارس,,,,,,,1403000,20826,23,926700,7243.5,8
ابريل,,,,2583000,18873,21,,,,270000,1800,2
اكتوبر,,,,,,,186000,895.5,1,,,
ديسمبر,,,,,,,950000,5366,6,,,
حي/الشراع,359272252,145633.523,302,793480527,461622.0918,759,596460933,348965.4,589,210896279,86029.01,157
يناير,29913303,13161.885,27,46011658,22845.69,46,133756198,130007.93,189,67159395,27653.51,46
فبراير,45031406,15381.448,31,38646437,16448.08,30,79458176,37134.08,61,68146511,25587.67,48
مارس,33756826,13549.44,33,26280000,11536.64,20,21385000,9919.88,16,43849000,18743.88,36
ابريل,41074500,18167.75,35,30698976,13986.14,26,3130000,750,2,31741373,14043.95,27
مايو,27842256,11904.15,25,29053063,13911,27,7410000,2100,5,,,
يونيو,14650000,4464.5,9,8600000,3187.5,7,82464420,41250.61,80,,,
يوليو,23429000,9798.265,23,37458289,19042,37,43461231,22279.09,43,,,
اوغسطس,22744664,8862.5,18,93440505,61896.22,98,27258883,13538,24,,,
سبتمبر,32653764,8532.93,17,132042067,87210.65,130,33088264,15927.07,27,,,
اكتوبر,25920200,13896.06,28,194333091,111567.41,168,46927256,21794.94,41,,,
نوفمبر,37691333,16773.67,32,102353668,71421.325,115,50145886,26600.17,52,,,
ديسمبر,24565000,11140.925,24,54562773,28569.4368,55,67975619,27663.63,49,,,
حي/الشرفية,123431627,24797.898,59,87812551,21703.7028,53,64932809,21404.557,48,77630221,15668.3,29
يناير,12630000,2413.59,4,3200000,1260.9048,3,12267083,2935,2,2350000,563.52,4
فبراير,9375000,1545.55,3,5223150,1827.21,4,15908750,3090.52,4,11300000,2921,7
مارس,860000,239.87,3,1995000,992.21,4,3440000,1896,4,13772021,4209.6,9
ابريل,8650000,1071.5,2,9296000,1510.99,4,600000,251.37,1,50208200,7974.18,9
مايو,1400000,610.41,7,8626889,2456.14,6,,,,,,
يونيو,46400000,8106.438,2,970000,298.2,2,13917500,4097.567,11,,,
يوليو,22042807,3544.41,3,14670000,3086.72,3,965000,366.07,3,,,
اوغسطس,1100000,212.64,2,22192807,3718.27,4,773220,827.29,6,,,
سبتمبر,3860000,1195.37,5,7680000,1988.06,7,1767774,842.7,6,,,
اكتوبر,1665000,2489.29,6,6423705,1208.018,3,1810000,700.81,3,,,
نوفمبر,100000,120,1,3850000,1585.36,7,9178000,3714.19,3,,,
ديسمبر,15348820,3248.83,21,3685000,1771.62,6,4305482,2683.04,5,,,
حي/الشمالية,,,,,,,1700000,569.4,1,,,
نوفمبر,,,,,,,1700000,569.4,1,,,
حي/الشويضى,,,,12122000,43694.18,27,10929000,28984.23,26,17380000,20101.91,19
يناير,,,,,,,4548000,10543.05,2,,,
فبراير,,,,,,,530000,1795.5,2,400000,900,1
مارس,,,,,,,350000,806,1,3280000,5366,2
ابريل,,,,,,,,,,13700000,13835.91,16
مايو,,,,6010000,23168.59,10,262000,895.5,1,,,
يونيو,,,,1060000,3378.59,2,273000,806,1,,,
يوليو,,,,2440000,8328,4,300000,867.84,1,,,
اوغسطس,,,,1290000,3831.5,5,1090000,3846.75,4,,,
سبتمبر,,,,883000,3251.5,4,1030000,2929.34,4,,,
اكتوبر,,,,195000,868,1,1151000,3364.75,5,,,
نوفمبر,,,,,,,1045000,2229.5,4,,,
ديسمبر,,,,244000,868,1,350000,900,1,,,
حي/الصالحية,415542262,401295.59,648,691677738,640186.415,961,616461072,517713.71,662,179011826,129525.39,190
يناير,30472326,25639.62,39,68313367,68517.58,103,64674674,52795.23,79,42297524,28752.75,45
فبراير,34899584,28560.79,50,57690502,59019.29,91,114683509,129695.49,87,48007854,36904.19,54
مارس,41774483,35192.19,58,46366087,63796.06,78,47841157,31230.87,53,63939709,47150.5,67
ابريل,30930403,30828.64,50,52911697,45423.67,76,18491995,6159.97,17,24766739,16717.95,24
مايو,35903165,27191.59,47,40526330,34225.64,55,24754980,9493.655,23,,,
يونيو,8484425,5913.5,11,42012025,40682.1,67,54010564,37026.93,65,,,
يوليو,28463632,24125.83,48,66404721,59723.715,89,21886330,25305.9,37,,,
اوغسطس,11610095,12940.07,23,48747634,42921.04,67,48791972,45576.85,51,,,
سبتمبر,22154750,26097.75,41,71726323,59167.64,90,59366728,49982.12,70,,,
اكتوبر,50773491,52378.92,79,88596812,77377.33,112,46108611,45645.105,57,,,
نوفمبر,49374303,53320.85,85,43868547,34576.06,56,68435870,48000.0,69,,,
ديسمبر,70701605,79105.84,117,64513693,54756.29,77,47414682,36801.59,54,,,
حي/الصحيفة,12550000,3797.09,9,5024000,1272.95,10,3040000,987.96,7,9220000,1917.83,6
يناير,620000,207.79,2,235000,41.75,1,,,,,,
فبراير,,,,150000,173.84,1,,,,490000,104.38,1
مارس,,,,,,,,,,100000,157.72,1
ابريل,,,,,,,,,,8630000,1655.73,4
مايو,10000000,2908.82,1,355000,145.44,1,,,,,,
يونيو,,,,,,,1000000,114,1,,,
يوليو,100000,123.94,1,100000,135,1,,,,,,
اوغسطس,,,,2544000,329.12,1,100000,78.32,1,,,
سبتمبر,350000,149.74,1,50000,53.3,1,,,,,,
اكتوبر,780000,127.3,2,1200000,247.23,2,200000,187.5,1,,,
نوفمبر,700000,279.5,2,390000,147.27,2,,,,,,
ديسمبر,,,,,,,1740000,608.14,4,,,
حي/الصفا,447368565,143134.55,453,761712287,261324.7834,914,1016858561,266411.685,538,270463611,78134.3446,205
يناير,63568306,18390.93,46,60464510,22327.075,102,184717222,78221.395,113,58235703,15200.5023,47
فبراير,27730000,7265.3,26,73676182,26681.69,102,53899687,14193.12,41,70278011,18128.0723,56
مارس,65337753,13901.05,37,66408425,27417.44,91,26013083,9158.87,33,101637089,30482.52,70
ابريل,22301251,6955.54,25,96043596,31150.8564,107,9394500,2490.5,12,40312808,14323.25,32
مايو,23739404,10101.98,31,132402570,26610.32,85,8234675,1872.68,9,,,
يونيو,11310350,5302.59,16,24084954,13253.85,71,75286669,23608.06,71,,,
يوليو,49495705,16611.25,46,48894919,17270.49,66,35105916,11632.55,37,,,
اوغسطس,10929761,3980.6,18,40642470,11777.24,39,29112967,10006.93,41,,,
سبتمبر,26324690,9328.21,28,54278812,19538.46,60,391455767,57700.56,51,,,
اكتوبر,63705759,22475.57,72,54093327,17793.375,70,85152090,17313.74,29,,,
نوفمبر,36522850,12376.36,45,57027854,24021.439,55,76309678,24975.48,52,,,
ديسمبر,46402736,16445.17,63,53694668,23482.548,66,42176307,15237.8,49,,,
حي/الصفا شرق طريق المدينة المنورة كيلو 9/8,6300000,1207.5,2,2000000,312.5,1,,,,221378,201,1
يناير,2300000,312.5,1,,,,,,,,,
فبراير,4000000,895,1,,,,,,,,,
مارس,,,,,,,,,,221378,201,1
نوفمبر,,,,2000000,312.5,1,,,,,,
حي/الصفا/ 9,790000,371.58,2,1132510,378.4,2,14520540,4825.96,7,,,
يناير,690000,185.79,1,,,,,,,,,
فبراير,,,,432510,136,1,,,,,,
مارس,,,,700000,242.4,1,600000,185.79,1,,,
يونيو,,,,,,,13920540,4640.17,6,,,
اكتوبر,100000,185.79,1,,,,,,,,,
حي/الصفوة,100000,750,1,9909000,32189.5,38,21350000,57901.79,56,14526267,28121.92,39
يناير,,,,170000,725,1,1510000,5597.5,6,2648667,7363.05,11
فبراير,,,,810000,1795.5,2,4045000,11604.27,11,4472600,8602.37,11
مارس,,,,380000,900,1,1580000,6277.99,6,6345000,10656.5,15
ابريل,,,,1315000,5220.5,7,,,,1060000,1500,2
مايو,,,,150000,750,1,,,,,,
يونيو,,,,1101000,4195.5,5,300000,1200,1,,,
يوليو,,,,740000,2340,3,1280000,3505.5,3,,,
اوغسطس,,,,640000,2750,2,1900000,3903,5,,,
سبتمبر,,,,703000,1625,2,4110000,7492.52,7,,,
اكتوبر,,,,1560000,3441,4,1970000,4737.75,6,,,
نوفمبر,100000,750,1,,,,2870000,9358.26,7,,,
ديسمبر,,,,2340000,8447,10,1785000,4225,4,,,
حي/الصوارى,160483466,139228.02,263,360071342,225370.927,372,1439884474,696186.657,935,149481019,86419.63,127
يناير,15567500,13435.1,18,30644500,27843.647,50,477512012,250473.21,306,34629849,16892.24,26
فبراير,7595000,8490.79,15,23236400,17802.23,31,122896484,66848.83,90,56471000,35646.76,49
مارس,14719684,7806.5,18,19501186,12104.6,24,37309844,19687.15,25,47043815,28212.28,42
ابريل,11674528,10073.22,18,24990251,18324.95,33,6975000,1738.95,6,11336355,5668.35,10
مايو,11650421,8846.33,17,25815589,19760.64,37,8476997,3326.18,7,,,
يونيو,4112000,3623.04,7,10152418,7055.66,15,212193465,98158.597,149,,,
يوليو,10571848,7072.73,14,18455987,15715.33,29,116041552,53696.91,76,,,
اوغسطس,8124630,7458.5,12,30009107,15085.37,28,109413525,50923.13,75,,,
سبتمبر,4551911,3152.69,7,21244525,13126.37,26,95973261,46608.06,65,,,
اكتوبر,15485864,18559.63,30,19827210,13186.09,23,81897062,36347.49,44,,,
نوفمبر,25377080,24965.05,59,10363341,7401.24,16,45150833,19809.8,36,,,
ديسمبر,31053000,25744.44,48,125830828,57964.8,60,126044439,48568.35,56,,,
حي/الصواري,,,,,,,,,,42865339,77936.98,1
مارس,,,,,,,,,,42865339,77936.98,1
حي/الضاحية,,,,15840000,38800,8,9277384,13850.46,2,7883920,9854.9,1
يناير,,,,11520000,19200,2,,,,,,
فبراير,,,,,,,,,,7883920,9854.9,1
مايو,,,,420000,9600,1,,,,,,
يونيو,,,,1500000,6000,3,,,,,,
يوليو,,,,,,,7777384,9854.9,1,,,
سبتمبر,,,,,,,1500000,3995.56,1,,,
ديسمبر,,,,2400000,4000,2,,,,,,
حي/العبير,,,,3564000,17372,27,7656000,28180.9,40,7910000,18568.04,25
يناير,,,,,,,491000,1737.5,2,2600000,4955,7
فبراير,,,,,,,865000,4666.4,6,2615000,6420.54,8
مارس,,,,125000,750,1,340000,875,1,2095000,5822.5,8
ابريل,,,,252000,1365.5,2,,,,600000,1370,2
مايو,,,,116000,620,1,120000,615.5,1,,,
يونيو,,,,335000,1990,3,692000,3095.5,5,,,
يوليو,,,,644000,3711,6,678000,3980,6,,,
اوغسطس,,,,525000,2610,4,230000,875,1,,,
سبتمبر,,,,405000,1240,2,615000,2390.5,3,,,
اكتوبر,,,,120000,620,1,1565000,3975.5,6,,,
نوفمبر,,,,480000,1240,2,1270000,4110,6,,,
ديسمبر,,,,562000,3225.5,5,790000,1860,3,,,
حي/العدل,20801685,18846.33,11,7471057,9029.39,8,9790000,9222.35,7,11512000,8738.68,11
يناير,4966685,9659.51,3,2700000,5000,2,520000,615.5,1,1400000,1481.35,2
فبراير,3300000,1225,2,,,,3800000,5000,2,2632000,2201.13,3
مارس,860000,685.55,1,,,,,,,6100000,4239.45,5
ابريل,2000000,650,1,694875,600,1,,,,1380000,816.75,1
مايو,1050000,600,1,,,,,,,,,
يونيو,,,,380000,620,1,,,,,,
يوليو,,,,1096182,1433.89,2,,,,,,
اوغسطس,800000,1065.69,1,,,,,,,,,
سبتمبر,6825000,4192.88,1,,,,370000,615.5,1,,,
اكتوبر,,,,1100000,500,1,,,,,,
نوفمبر,,,,1500000,875.5,1,3700000,2052.05,2,,,
ديسمبر,1000000,767.7,1,,,,1400000,939.3,1,,,
حي/العزيزية,105074795,33128.1127,83,175033421,59070.317,107,192562316,47011.432,74,108410839,44754.24,71
يناير,9685932,4797.172,11,15549500,4032.688,8,4096366,1886.392,7,12333810,12567.92,8
فبراير,18337750,2895.03,6,25269784,6168.71,12,9084708,2550.4,5,38549529,16684.36,42
مارس,10997000,2948.585,8,22829048,7758.65,13,10320000,1915.85,4,49810000,13189.88,16
ابريل,7357750,2275.8867,8,17459248,7321.252,14,1000000,900,1,7717500,2312.08,5
مايو,15549941,2914.25,5,20949006,2667.61,6,7500000,840,2,,,
يونيو,2600000,658.8,1,8350577,2536.7,6,81160000,11383.09,18,,,
يوليو,5961000,4318.147,8,13108000,5181.485,15,7350000,1548.8,9,,,
اوغسطس,4267663,1650.14,6,5086671,1618.81,3,34584163,11531.1,6,,,
سبتمبر,6930000,2691.02,6,3890045,1579.03,4,701950,1036.26,2,,,
اكتوبر,11205759,3284.38,9,3972618,2204.902,6,7476190,2241.98,4,,,
نوفمبر,4547000,2050.8,6,22846924,12233.24,7,7013000,2350.07,6,,,
ديسمبر,7635000,2643.902,9,15722000,5767.24,13,22275939,8827.49,10,,,
حي/العشيرية,8995019,3951,15,8457098,11237.66,21,16369087,34126.32,44,8645000,14960,22
يناير,750000,200,1,2327950,1595.5,5,535000,1200,2,2095000,5149,7
فبراير,1020000,595.5,2,799000,200,1,500000,1258,2,3110000,4312,6
مارس,1566000,400,2,,,,970000,1605,3,3440000,5499,9
ابريل,,,,1535000,1995.5,3,,,,,,
مايو,850000,200,1,200000,800,1,,,,,,
يونيو,,,,842148,200,1,1279800,3100,2,,,
يوليو,1555000,760,3,100000,800,1,695000,1200,3,,,
اوغسطس,1059750,600,2,600000,800,1,330000,1186.5,2,,,
سبتمبر,1028269,200,1,423000,800,2,1866787,2200.8,5,,,
اكتوبر,,,,530000,1300,2,7160000,16422.51,18,,,
نوفمبر,200000,400,1,250000,395.5,1,1600000,2591,3,,,
ديسمبر,966000,595.5,2,850000,2351.16,3,1432500,3362.51,4,,,
حي/العقيق,,,,118000,1500,2,1100000,4335,6,282000,750,1
يناير,,,,,,,230000,1240,2,282000,750,1
يوليو,,,,53000,750,1,250000,862.5,1,,,
نوفمبر,,,,,,,500000,1482.5,2,,,
ديسمبر,,,,65000,750,1,120000,750,1,,,
حي/العمارية,4565000,2552.28,9,1085000,1025.67,4,3750000,1453.38,5,1000000,126.97,1
يناير,385000,100.5,1,185000,79.46,1,,,,,,
فبراير,1200000,323.5,1,,,,,,,,,
مارس,,,,100000,143.17,1,,,,,,
ابريل,1300000,191,1,,,,,,,1000000,126.97,1
يونيو,,,,,,,1200000,323.5,1,,,
يوليو,500000,231,1,500000,637.84,1,,,,,,
اوغسطس,130000,190,1,,,,200000,165.42,1,,,
اكتوبر,,,,,,,2150000,799.04,2,,,
نوفمبر,900000,1436.82,3,300000,165.2,1,,,,,,
ديسمبر,150000,79.46,1,,,,200000,165.42,1,,,
حي/العويجاء,,,,75000,450,1,445000,3595.5,4,923000,6300,7
يناير,,,,,,,,,,120000,900,1
فبراير,,,,,,,,,,258000,1800,2
مارس,,,,,,,65000,900,1,545000,3600,4
اوغسطس,,,,,,,290000,1795.5,2,,,
اكتوبر,,,,75000,450,1,90000,900,1,,,
حي/الغدير,455000,3386.02,5,26160600,95115.94,114,63312766,172821.27,197,45915000,90543.7,113
يناير,,,,100000,928.24,2,6710000,19327,22,9165000,18962.56,24
فبراير,,,,80000,450,1,5848000,19220.52,23,14820000,29057.5,36
مارس,130000,806,1,630000,2512,3,3794332,12329.83,15,18430000,33212.82,41
ابريل,75000,900,1,579000,2663.5,3,,,,3500000,9310.82,12
مايو,,,,2423000,8216.53,10,,,,,,
يونيو,,,,1785000,7489.5,9,3026000,8696.09,11,,,
يوليو,100000,837,2,3445000,12386,15,2756000,8133.98,10,,,
اوغسطس,,,,3028600,10590.64,12,4245000,13458,15,,,
سبتمبر,150000,843.02,1,5239000,19424.52,22,8183000,24027.97,29,,,
اكتوبر,,,,3970000,13568.86,16,6473000,18512,22,,,
نوفمبر,,,,3154000,10437,13,6838834,16615,20,,,
ديسمبر,,,,1727000,6449.15,8,15438600,32500.88,30,,,
حي/الغربية,,,,975000,2450.7,1,,,,,,
اكتوبر,,,,975000,2450.7,1,,,,,,
حي/الفاروق,13039017,5434.83,3,,,,1000000,1162.85,2,554715,369.81,1
ابريل,12500000,4981.74,2,,,,,,,554715,369.81,1
مايو,539017,453.09,1,,,,,,,,,
