السنة,التاريخ,رمز المنطقة الإدارية,المنطقة الإدارية,رمز البند,البند,الرقم القياسي,الأهمية النسبية,نسبة التغير السنوي,نسبة التغير الربعي
2019,2019 / Q3,5,المنطقة الشرقية,031,أرض زراعية,88.793,3.60776,-0.043312898,-0.002549989
2021,2021 / Q1,99,المملكة,022,عمارة تجاري,102.156,0.00298,-3.915426782e-05,0
2018,2018 / Q1,10,جازان,015,بيت سكني,100,0.20994,0,0
2017,2017 / Q1,1,الرياض,015,بيت سكني,83.943,0.20994,-0.067092687,-0.011120666
2016,2016 / Q2,4,القصيم,031,أرض زراعية,81.477,3.60776,-0.085278367,-0.082672821
2018,2018 / Q1,8,حائل,0,الرقم القياسي العام,85.493,100,-0.000163729,0.001675454
2017,2017 / Q3,5,المنطقة الشرقية,013,فيلا سكني,100.7,0.39854,0,0
2022,2022 / Q4,11,نجران,03,زراعي,99.569,3.60776,0.000713582,-1.004318570e-05
2021,2021 / Q1,1,الرياض,03,زراعي,124.031,3.60776,-0.040082037,-0.013732725
2021,2021 / Q4,1,الرياض,021,قطعة أرض تجاري,65.26,30.86673,-0.015537789,-0.004439292
2023,2023 / Q3,10,جازان,031,أرض زراعية,83.39,3.60776,0,0
2020,2020 / Q4,6,عسير,03,زراعي,91.801,3.60776,4.357440875e-05,3.268045055e-05
2016,2016 / Q3,8,حائل,01,سكني,89.133,65.37373,-0.069816224,-0.027749599
2016,2016 / Q3,6,عسير,013,فيلا سكني,107.163,0.39854,0.024600822,-0.002485339
2018,2018 / Q2,99,المملكة,021,قطعة أرض تجاري,76.323,30.86673,-0.025336177,-0.003876273
2017,2017 / Q2,3,المدينة المنوره,02,تجاري,98.473,31.01851,-0.027552018,-0.003844092
2021,2021 / Q1,1,الرياض,015,بيت سكني,81.365,0.20994,0.021531701,0.002735911
2021,2021 / Q4,8,حائل,03,زراعي,96.873,3.60776,-0.000258003,0.001126452
2016,2016 / Q4,3,المدينة المنوره,031,أرض زراعية,93.403,3.60776,-0.001891430,-0.000363882
2016,2016 / Q4,4,القصيم,023,معرض/ محل تجاري,110.91,0.07853,0.041672537,0.002376928
2021,2021 / Q4,7,تبوك,0,الرقم القياسي العام,84.404,100,-0.003906296,0.001744662
2019,2019 / Q2,8,حائل,03,زراعي,97.493,3.60776,-0.001781564,-7.179487179e-05
2021,2021 / Q4,6,عسير,01,سكني,84.407,65.37373,0.013666551,0.005815131
2020,2020 / Q2,10,جازان,011,قطعة أرض سكني,101.49,62.15994,0.073513857,0.015103021
2016,2016 / Q3,10,جازان,015,بيت سكني,100,0.20994,0,0
2019,2019 / Q2,12,الباحة,03,زراعي,107.26,3.60776,0,0
2022,2022 / Q4,99,المملكة,0,الرقم القياسي العام,82.616,100,0.016249462,0.005892953
2019,2019 / Q1,6,عسير,021,قطعة أرض تجاري,90.733,30.86673,-0.024827230,-0.010145860
2021,2021 / Q1,2,مكة المكرمة,011,قطعة أرض سكني,80.389,62.15994,0.001856929,0.002694174
2015,2015 / Q1,11,نجران,03,زراعي,101.03,3.60776,-0.000563871,0.011442931
2022,2022 / Q1,7,تبوك,023,معرض/ محل تجاري,100,0.07853,0,0
2018,2018 / Q1,11,نجران,02,تجاري,87.367,31.01851,-0.003649344,-0.014583803
2022,2022 / Q4,7,تبوك,0,الرقم القياسي العام,83.649,100,-0.008945074,-4.781657562e-05
2017,2017 / Q2,6,عسير,01,سكني,84.533,65.37373,-0.018689853,0.000355017
2016,2016 / Q1,12,الباحة,03,زراعي,107.26,3.60776,0.072600000,0
2024,2024 / Q1,1,الرياض,0,الرقم القياسي العام,83.258,100,0.002371751,0.000228258
2023,2023 / Q3,5,المنطقة الشرقية,014,شقة سكني,87.684,2.57881,-0.039205803,-0.033316429
2018,2018 / Q3,99,المملكة,015,بيت سكني,94.94,0.20994,-0.016675298,-0.003181336
2017,2017 / Q3,4,القصيم,014,شقة سكني,82.007,2.57881,-0.111641914,0.004372321
2019,2019 / Q4,11,نجران,021,قطعة أرض تجاري,85.69,30.86673,-0.004415011,0.011485298
2019,2019 / Q2,9,الحدود الشمالية,0,الرقم القياسي العام,91.547,100,0.089158031,0.030041518
2019,2019 / Q4,5,المنطقة الشرقية,024,مركز تجاري,102.29,0.07028,0,0
2018,2018 / Q2,1,الرياض,02,تجاري,67.383,31.01851,-0.051651584,-0.008446518
2017,2017 / Q2,2,مكة المكرمة,013,فيلا سكني,96.047,0.39854,-0.023019021,0.030624618
2016,2016 / Q4,99,المملكة,014,شقة سكني,89.813,2.57881,-0.044948958,-0.027545286
2017,2017 / Q3,2,مكة المكرمة,014,شقة سكني,84.57,2.57881,-0.084641195,-0.000200977
2022,2022 / Q1,5,المنطقة الشرقية,03,زراعي,86.598,3.60776,-0.020251618,-0.016289531
2023,2023 / Q2,3,المدينة المنوره,023,معرض/ محل تجاري,100,0.07853,0,0
2017,2017 / Q3,8,حائل,023,معرض/ محل تجاري,92.18,0.07853,0,0
2017,2017 / Q1,10,جازان,02,تجاري,79.61,31.01851,-0.121302428,-0.039767450
2021,2021 / Q1,7,تبوك,013,فيلا سكني,104.042,0.39854,-0.031653993,-0.002884717
2017,2017 / Q1,9,الحدود الشمالية,022,عمارة تجاري,100,0.00298,0,0
2016,2016 / Q3,6,عسير,012,عمارة سكني,100,0.0265,0,0
2020,2020 / Q1,5,المنطقة الشرقية,03,زراعي,89.107,3.60776,-0.013320784,-0.003243957
2022,2022 / Q4,5,المنطقة الشرقية,0,الرقم القياسي العام,81.591,100,0.000723642,-0.002213472
2017,2017 / Q1,3,المدينة المنوره,01,سكني,94.647,65.37373,-0.055673621,-0.013610830
2020,2020 / Q3,7,تبوك,013,فيلا سكني,102.78,0.39854,-0.052919658,-0.030038787
2018,2018 / Q2,4,القصيم,031,أرض زراعية,79.86,3.60776,-0.036519599,-0.025622255
2018,2018 / Q3,11,نجران,02,تجاري,85.907,31.01851,-0.037165305,0.008179791
2019,2019 / Q4,11,نجران,01,سكني,81.697,65.37373,-0.008290847,-0.003901630
2021,2021 / Q4,11,نجران,011,قطعة أرض سكني,81.107,62.15994,-0.011649586,0.002397637
2021,2021 / Q4,99,المملكة,015,بيت سكني,92.438,0.20994,-0.014446707,-0.001738680
2016,2016 / Q2,8,حائل,023,معرض/ محل تجاري,95.813,0.07853,-0.000177397,-0.018611083
2015,2015 / Q3,12,الباحة,021,قطعة أرض تجاري,96.097,30.86673,-0.039030000,0.025658267
2021,2021 / Q2,7,تبوك,013,فيلا سكني,103.44,0.39854,-0.023810198,-0.005786125
2022,2022 / Q4,8,حائل,03,زراعي,96.872,3.60776,-1.032279376e-05,0.001074735
2022,2022 / Q4,10,جازان,014,شقة سكني,71.348,2.57881,0.032502677,0.013221239
2018,2018 / Q1,1,الرياض,014,شقة سكني,85.64,2.57881,0.007802111,-0.011690305
2022,2022 / Q2,11,نجران,011,قطعة أرض سكني,80.709,62.15994,-0.010834263,-0.007122823
2020,2020 / Q2,1,الرياض,01,سكني,88.84,65.37373,0.087792335,-0.001764104
2015,2015 / Q3,11,نجران,014,شقة سكني,111.71,2.57881,0.135495019,0.011526934
2022,2022 / Q2,99,المملكة,021,قطعة أرض تجاري,72.196,30.86673,-0.015074828,-0.002459447
2018,2018 / Q4,2,مكة المكرمة,011,قطعة أرض سكني,82.563,62.15994,-0.034011934,-0.018124086
2023,2023 / Q1,1,الرياض,031,أرض زراعية,124.031,3.60776,0,0
2019,2019 / Q3,13,الجوف,03,زراعي,110.473,3.60776,-9.051166243e-05,-0.000515697
2023,2023 / Q4,6,عسير,01,سكني,85.579,65.37373,0.002918083,-0.004223779
2019,2019 / Q1,99,المملكة,0,الرقم القياسي العام,80.11,100,-0.048122624,-0.004139577
2019,2019 / Q2,13,الجوف,011,قطعة أرض سكني,78.69,62.15994,-0.036134248,0.000419543
2020,2020 / Q2,6,عسير,021,قطعة أرض تجاري,92.117,30.86673,0.019072273,0.005238059
2018,2018 / Q3,7,تبوك,021,قطعة أرض تجاري,88.113,30.86673,0.010701996,0.009810101
2021,2021 / Q2,10,جازان,0,الرقم القياسي العام,93.436,100,0.009355083,-0.008699711
2020,2020 / Q2,6,عسير,012,عمارة سكني,100,0.0265,0,0
2016,2016 / Q2,5,المنطقة الشرقية,0,الرقم القياسي العام,93.777,100,-0.009087355,-0.029796083
2017,2017 / Q2,1,الرياض,013,فيلا سكني,73.863,0.39854,-0.078405929,0.004569750
2019,2019 / Q4,12,الباحة,02,تجاري,98.32,31.01851,0.009549235,0.009549235
2015,2015 / Q3,2,مكة المكرمة,011,قطعة أرض سكني,97.483,62.15994,-0.036852973,-0.025657171
2023,2023 / Q2,99,المملكة,01,سكني,87.24,65.37373,0.011220326,0.000860437
2017,2017 / Q1,8,حائل,0,الرقم القياسي العام,85.507,100,-0.100428182,-0.020762712
2020,2020 / Q1,12,الباحة,021,قطعة أرض تجاري,100.18,30.86673,0.028647705,0.018917819
2019,2019 / Q1,10,جازان,02,تجاري,76.5,31.01851,-0.069795720,-0.040114433
2015,2015 / Q4,2,مكة المكرمة,011,قطعة أرض سكني,96.237,62.15994,-0.053037087,-0.012781716
2020,2020 / Q3,2,مكة المكرمة,024,مركز تجاري,105.81,0.07028,0,0
2023,2023 / Q3,13,الجوف,03,زراعي,110.443,3.60776,-0.000398237,0
2016,2016 / Q4,13,الجوف,021,قطعة أرض تجاري,84.513,30.86673,-0.037546976,-0.013816120
2015,2015 / Q4,9,الحدود الشمالية,011,قطعة أرض سكني,94.893,62.15994,-0.031308697,-0.034727944
2021,2021 / Q3,13,الجوف,01,سكني,76.535,65.37373,-0.007302394,0.002226151
2023,2023 / Q2,2,مكة المكرمة,031,أرض زراعية,94.791,3.60776,0,0
2018,2018 / Q2,13,الجوف,031,أرض زراعية,110.46,3.60776,-0.010924069,0
2015,2015 / Q3,3,المدينة المنوره,012,عمارة سكني,100,0.0265,0,0
2020,2020 / Q2,8,حائل,021,قطعة أرض تجاري,77.523,30.86673,-0.018112041,0.017856439
2022,2022 / Q1,10,جازان,03,زراعي,83.39,3.60776,0,0
2016,2016 / Q2,9,الحدود الشمالية,011,قطعة أرض سكني,87.953,62.15994,-0.095757040,0.007479954
2019,2019 / Q2,1,الرياض,03,زراعي,129.21,3.60776,0,0
2016,2016 / Q4,1,الرياض,021,قطعة أرض تجاري,76.55,30.86673,-0.160479475,-0.066121752
2017,2017 / Q1,6,عسير,024,مركز تجاري,100,0.07028,0,0
2024,2024 / Q1,13,الجوف,0,الرقم القياسي العام,82.229,100,-0.011456806,-0.018231530
2023,2023 / Q2,8,حائل,011,قطعة أرض سكني,90.946,62.15994,-0.004073677,-0.001646615
2018,2018 / Q2,4,القصيم,0,الرقم القياسي العام,80.49,100,-0.020242718,-0.018330833
2017,2017 / Q2,12,الباحة,014,شقة سكني,96.09,2.57881,0,0
2023,2023 / Q3,99,المملكة,021,قطعة أرض تجاري,72.232,30.86673,-0.001410125,-0.001354901
2016,2016 / Q2,1,الرياض,023,معرض/ محل تجاري,89.833,0.07853,-0.040522499,0.003574900
2020,2020 / Q4,6,عسير,013,فيلا سكني,101.87,0.39854,-0.014701615,0
2019,2019 / Q2,99,المملكة,013,فيلا سكني,86.59,0.39854,-0.055900215,-0.026608361
2018,2018 / Q4,11,نجران,011,قطعة أرض سكني,82.35,62.15994,-0.031028275,-0.016516785
2016,2016 / Q1,99,المملكة,02,تجاري,90.753,31.01851,-0.069009027,-0.024580825
2021,2021 / Q3,10,جازان,03,زراعي,83.39,3.60776,0,0
2020,2020 / Q1,99,المملكة,011,قطعة أرض سكني,83.903,62.15994,0.021053144,0.008485883
2020,2020 / Q4,9,الحدود الشمالية,01,سكني,85.993,65.37373,-0.024325766,-0.019553518
2015,2015 / Q3,13,الجوف,01,سكني,86.293,65.37373,-0.131450485,-0.041263457
2022,2022 / Q4,1,الرياض,011,قطعة أرض سكني,98.883,62.15994,0.069814995,0.030750628
2020,2020 / Q1,4,القصيم,011,قطعة أرض سكني,79.863,62.15994,0.061584474,0.016844920
2016,2016 / Q4,3,المدينة المنوره,012,عمارة سكني,100,0.0265,0,0
2017,2017 / Q4,5,المنطقة الشرقية,0,الرقم القياسي العام,87.067,100,-0.031372724,-0.012095356
2023,2023 / Q1,5,المنطقة الشرقية,011,قطعة أرض سكني,81.479,62.15994,-0.002863681,0.003386533
2015,2015 / Q1,10,جازان,0,الرقم القياسي العام,99.177,100,-0.038143730,0.032448470
2019,2019 / Q2,12,الباحة,014,شقة سكني,96.09,2.57881,0,0
2020,2020 / Q1,13,الجوف,01,سكني,78.99,65.37373,0.003646621,0.011305005
2024,2024 / Q1,9,الحدود الشمالية,022,عمارة تجاري,100,0.00298,0,0
2022,2022 / Q4,4,القصيم,031,أرض زراعية,81.466,3.60776,-0.007988115,0
2020,2020 / Q4,11,نجران,011,قطعة أرض سكني,82.063,62.15994,0.004848960,-0.006633499
2020,2020 / Q4,1,الرياض,012,عمارة سكني,81.249,0.0265,-0.039348759,-0.004472272
2022,2022 / Q2,4,القصيم,021,قطعة أرض تجاري,77.652,30.86673,-0.009894425,-0.011193032
2016,2016 / Q1,99,المملكة,023,معرض/ محل تجاري,95.19,0.07853,-0.035141956,0.020694832
2021,2021 / Q1,3,المدينة المنوره,03,زراعي,92.891,3.60776,-0.000957195,-0.000537976
2015,2015 / Q3,5,المنطقة الشرقية,011,قطعة أرض سكني,93.237,62.15994,-0.080838353,-0.002887484
2021,2021 / Q3,5,المنطقة الشرقية,0,الرقم القياسي العام,81.102,100,0.010893952,-0.002840176
2015,2015 / Q3,1,الرياض,0,الرقم القياسي العام,97.037,100,-0.044469390,-0.011641882
2018,2018 / Q2,2,مكة المكرمة,023,معرض/ محل تجاري,93.84,0.07853,-0.004561366,-0.001521552
2019,2019 / Q4,6,عسير,021,قطعة أرض تجاري,91.447,30.86673,-0.002356458,-0.001201437
2018,2018 / Q2,7,تبوك,013,فيلا سكني,109.473,0.39854,-0.030096571,-0.011592947
2019,2019 / Q4,4,القصيم,03,زراعي,80.807,3.60776,0.011351690,0.011731564
2017,2017 / Q2,10,جازان,014,شقة سكني,70.613,2.57881,-0.240989756,-0.104202875
2021,2021 / Q3,1,الرياض,011,قطعة أرض سكني,91.648,62.15994,0.030841563,-0.006794907
2021,2021 / Q1,3,المدينة المنوره,011,قطعة أرض سكني,91.244,62.15994,-0.002110743,-0.003157331
2017,2017 / Q4,99,المملكة,022,عمارة تجاري,102.12,0.00298,0,0
2020,2020 / Q2,10,جازان,01,سكني,100.81,65.37373,0.072218677,0.014899829
2017,2017 / Q1,3,المدينة المنوره,013,فيلا سكني,100.557,0.39854,-0.020771253,-0.029307000
2023,2023 / Q3,13,الجوف,01,سكني,79.273,65.37373,0.010464998,0.002567345
2021,2021 / Q3,3,المدينة المنوره,02,تجاري,96.928,31.01851,0.001187857,-0.000659848
2016,2016 / Q4,2,مكة المكرمة,021,قطعة أرض تجاري,81.29,30.86673,-0.124624447,-0.031835451
2022,2022 / Q4,12,الباحة,011,قطعة أرض سكني,72.637,62.15994,-0.001402274,0.000812919
2018,2018 / Q1,1,الرياض,022,عمارة تجاري,102.29,0.00298,0,0
2020,2020 / Q1,10,جازان,02,تجاري,75.967,31.01851,-0.006967320,-0.005797670
2019,2019 / Q3,99,المملكة,011,قطعة أرض سكني,81.79,62.15994,-0.036631331,-0.007161933
2020,2020 / Q1,7,تبوك,014,شقة سكني,77.767,2.57881,-0.008036022,-0.002731470
2023,2023 / Q1,2,مكة المكرمة,0,الرقم القياسي العام,79.776,100,0.003698951,-0.002837394
2016,2016 / Q3,2,مكة المكرمة,02,تجاري,84.063,31.01851,-0.095678647,-0.036195827
2016,2016 / Q2,5,المنطقة الشرقية,015,بيت سكني,116.97,0.20994,-0.038652782,0.002743249
2020,2020 / Q1,5,المنطقة الشرقية,013,فيلا سكني,100.7,0.39854,0,0
2019,2019 / Q3,12,الباحة,014,شقة سكني,96.09,2.57881,0,0
2015,2015 / Q3,3,المدينة المنوره,01,سكني,101.537,65.37373,0.011959696,-0.009230799
2018,2018 / Q3,13,الجوف,01,سكني,80.867,65.37373,-0.021726770,-0.009989839
2021,2021 / Q1,9,الحدود الشمالية,012,عمارة سكني,104.011,0.0265,0.016526583,0
2016,2016 / Q4,2,مكة المكرمة,011,قطعة أرض سكني,87.273,62.15994,-0.093145048,-0.026948378
2016,2016 / Q4,4,القصيم,011,قطعة أرض سكني,85.307,62.15994,-0.076394227,-0.033644098
2016,2016 / Q2,12,الباحة,0,الرقم القياسي العام,88.553,100,-0.054799492,-0.026355140
2021,2021 / Q2,2,مكة المكرمة,014,شقة سكني,79.226,2.57881,-0.004985997,-0.003220855
2019,2019 / Q3,7,تبوك,011,قطعة أرض سكني,77.687,62.15994,-0.004740126,0.030058340
2020,2020 / Q4,6,عسير,031,أرض زراعية,91.801,3.60776,4.357440875e-05,3.268045055e-05
2020,2020 / Q1,12,الباحة,015,بيت سكني,100,0.20994,0,0
2022,2022 / Q2,2,مكة المكرمة,03,زراعي,94.791,3.60776,-0.009891579,0
2018,2018 / Q4,4,القصيم,031,أرض زراعية,79.9,3.60776,-0.037082565,0.000500877
2015,2015 / Q4,12,الباحة,01,سكني,90.11,65.37373,-0.102695598,-0.022911855
2018,2018 / Q4,6,عسير,021,قطعة أرض تجاري,91.663,30.86673,-0.013028544,-0.013134804
2015,2015 / Q2,6,عسير,023,معرض/ محل تجاري,101.7,0.07853,0.017030511,0
2016,2016 / Q4,5,المنطقة الشرقية,01,سكني,89.943,65.37373,-0.067977161,-0.025356783
2016,2016 / Q3,1,الرياض,01,سكني,99.197,65.37373,-0.022468145,-0.011854125
2016,2016 / Q1,1,الرياض,014,شقة سكني,93.57,2.57881,0.044343003,0.052732244
2015,2015 / Q2,10,جازان,02,تجاري,86.953,31.01851,-0.168606041,-0.017291457
2022,2022 / Q1,2,مكة المكرمة,023,معرض/ محل تجاري,93.838,0.07853,0,0
2023,2023 / Q1,4,القصيم,03,زراعي,81.466,3.60776,0,0
2021,2021 / Q4,3,المدينة المنوره,015,بيت سكني,89.937,0.20994,-0.023485342,-0.002418058
2022,2022 / Q3,5,المنطقة الشرقية,014,شقة سكني,91.262,2.57881,0.014518209,0.015534240
2020,2020 / Q3,6,عسير,0,الرقم القياسي العام,84.838,100,-0.001471229,-0.000847957
2017,2017 / Q2,13,الجوف,023,معرض/ محل تجاري,100,0.07853,0,0
2022,2022 / Q3,12,الباحة,01,سكني,73.092,65.37373,-0.044199184,-0.003571721
2017,2017 / Q3,13,الجوف,011,قطعة أرض سكني,82.613,62.15994,0.005550349,0.000435957
2019,2019 / Q2,1,الرياض,012,عمارة سكني,84.243,0.0265,-0.028708796,-0.006298878
2017,2017 / Q1,12,الباحة,015,بيت سكني,100,0.20994,0,0
2022,2022 / Q3,6,عسير,031,أرض زراعية,91.803,3.60776,3.267973856e-05,0
2019,2019 / Q2,5,المنطقة الشرقية,031,أرض زراعية,89.02,3.60776,-0.045975780,-0.014284132
2021,2021 / Q1,11,نجران,021,قطعة أرض تجاري,81.798,30.86673,-0.017476848,-0.013150275
2017,2017 / Q1,5,المنطقة الشرقية,014,شقة سكني,90.993,2.57881,-0.103402406,-0.049016022
2017,2017 / Q2,9,الحدود الشمالية,011,قطعة أرض سكني,83.56,62.15994,-0.049947131,-0.025959644
2015,2015 / Q1,2,مكة المكرمة,012,عمارة سكني,100,0.0265,0,0
2016,2016 / Q3,6,عسير,023,معرض/ محل تجاري,83.31,0.07853,-0.180825959,0
