id,field_id,value,count,percentage
4283,1074,"منطقة الشرقية",445,13.86
4284,1074,"منطقة مكة المكرمه",362,11.28
4285,1074,"منطقة عسير",314,9.78
4286,1074,"منطقة القصيم",241,7.51
4287,1074,"منطقة حائل",139,4.33
4288,1074,"منطقة المدينة المنوره",137,4.27
4289,1074,"منطقة جازان",106,3.3
4290,1074,"منطقة الجوف",93,2.9
4291,1074,"منطقة تبوك",88,2.74
4292,1074,"كتابة العدل الإفتراضية - الرياض",66,2.06
4293,1074,"منطقة نجران",60,1.87
4294,1074,"منطقة الباحة",53,1.65
4295,1074,"منطقة الحدود الشمالية",51,1.59
4296,1076,"القطاع العام",2202,68.6
4297,1076,"القطاع الخاص",1008,31.4
4298,1077,"خدمة إلكترونية جزئيا",2887,89.94
4299,1077,"خدمة إلكترونية",323,10.06
4300,1078,"عقارات/افراغ",1382,43.05
4301,1078,"عقارات/تعديل صك",324,10.09
4302,1078,"عقارات/رهن العقارات",262,8.16
4303,1078,"عقارات/فك رهن العقارات",232,7.23
4304,1078,"عقارات/تسجيل ملكية عقار بدون صك",168,5.23
4305,1078,"عقارات/منح",138,4.3
4306,1078,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",108,3.36
4307,1078,"عقارات/فرز صكوك",107,3.33
4308,1078,"عقارات/تسجيل صك قديم",65,2.02
4309,1078,"عقارات/تعريف الصكوك للفرز",57,1.78
4310,1078,"عقارات/دمج عقارات",51,1.59
4311,1078,"عقارات/الحجز التحفظي على ممتلكات شخص",46,1.43
4312,1078,"عقارات/حجز/فك حجز",42,1.31
4313,1078,"عقارات/فك الحجز التحفظي على ممتلكات شخص",41,1.28
4314,1078,"عقارات/نقل شرح بانتقال ملكية",32,1.0
4315,1078,"عقارات/تملك نصيب",31,0.97
4316,1078,"عقارات/مسجل عينيا",30,0.93
4317,1078,"عقارات/منحة بديلة",28,0.87
4318,1078,"عقارات/ربط صك بالهوية العقارية",23,0.72
4319,1078,"عقارات/تعويض أنقاض دون العقار",16,0.5
4320,1078,"عقارات/تعديل صك قديم",10,0.31
4321,1078,"عقارات/تعويضات",10,0.31
4322,1078,"عقارات/نقل شرح إلغاء وقف",3,0.09
4323,1078,"عقارات/التعويض عن المباني",2,0.06
4324,1078,"عقارات/نقل شرح إلغاء وصية",1,0.03
4325,1078,"عقارات/دمج صكوك",1,0.03
4326,1082,"منطقة الرياض",1428,30.95
4327,1082,"منطقة الشرقية",710,15.39
4328,1082,"منطقة مكة المكرمه",557,12.07
4329,1082,"منطقة عسير",448,9.71
4330,1082,"منطقة القصيم",317,6.87
4331,1082,"منطقة حائل",216,4.68
4332,1082,"منطقة المدينة المنوره",209,4.53
4333,1082,"منطقة الجوف",139,3.01
4334,1082,"منطقة تبوك",135,2.93
4335,1082,"منطقة جازان",125,2.71
4336,1082,"منطقة الباحة",93,2.02
4337,1082,"كتابة العدل الإفتراضية - الرياض",81,1.76
4338,1082,"منطقة الحدود الشمالية",79,1.71
4339,1082,"منطقة نجران",77,1.67
4340,1084,"القطاع العام",3412,73.95
4341,1084,"القطاع الخاص",1202,26.05
4342,1085,"خدمة إلكترونية جزئيا",4218,91.42
4343,1085,"خدمة إلكترونية",396,8.58
4344,1086,"عقارات/افراغ",1934,41.92
4345,1086,"عقارات/تعديل صك",530,11.49
4346,1086,"عقارات/تسجيل ملكية عقار بدون صك",307,6.65
4347,1086,"عقارات/رهن العقارات",306,6.63
4348,1086,"عقارات/فك رهن العقارات",284,6.16
4349,1086,"عقارات/منح",234,5.07
4350,1086,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",209,4.53
4351,1086,"عقارات/فرز صكوك",158,3.42
4352,1086,"عقارات/تعريف الصكوك للفرز",78,1.69
4353,1086,"عقارات/دمج عقارات",77,1.67
4354,1086,"عقارات/حجز/فك حجز",68,1.47
4355,1086,"عقارات/تسجيل صك قديم",66,1.43
4356,1086,"عقارات/منحة بديلة",57,1.24
4357,1086,"عقارات/الحجز التحفظي على ممتلكات شخص",46,1.0
4358,1086,"عقارات/فك الحجز التحفظي على ممتلكات شخص",46,1.0
4359,1086,"عقارات/نقل شرح بانتقال ملكية",34,0.74
4360,1086,"عقارات/تملك نصيب",32,0.69
4361,1086,"عقارات/ربط صك بالهوية العقارية",31,0.67
4362,1086,"عقارات/مسجل عينيا",30,0.65
4363,1086,"عقارات/تعويض أنقاض دون العقار",28,0.61
4364,1086,"عقارات/تعديل صك قديم",24,0.52
4365,1086,"عقارات/تعويضات",18,0.39
4366,1086,"عقارات/دمج صكوك",8,0.17
4367,1086,"عقارات/نقل شرح رهن بدون انتقال ملكية",3,0.07
4368,1086,"عقارات/نقل شرح إلغاء وقف",2,0.04
4369,1086,"عقارات/نقل شرح وصية بدون انتقال ملكية",1,0.02
4370,1086,"عقارات/التعويض عن المباني",1,0.02
4371,1086,"عقارات/إضافة تهميش على ضبط",1,0.02
4372,1086,"عقارات/نقل شرح إلغاء وصية",1,0.02
4373,1090,"منطقة الرياض",1053,36.34
4374,1090,"منطقة الشرقية",400,13.8
4375,1090,"منطقة مكة المكرمه",311,10.73
4376,1090,"منطقة عسير",250,8.63
4377,1090,"منطقة القصيم",210,7.25
4378,1090,"منطقة المدينة المنوره",150,5.18
4379,1090,"منطقة حائل",109,3.76
4380,1090,"منطقة جازان",77,2.66
4381,1090,"منطقة تبوك",76,2.62
4382,1090,"كتابة العدل الإفتراضية - الرياض",69,2.38
4383,1090,"منطقة الجوف",69,2.38
4384,1090,"منطقة الحدود الشمالية",51,1.76
4385,1090,"منطقة الباحة",48,1.66
4386,1090,"منطقة نجران",25,0.86
4387,1092,"القطاع العام",1946,67.15
4388,1092,"القطاع الخاص",952,32.85
4389,1093,"خدمة إلكترونية جزئيا",2535,87.47
4390,1093,"خدمة إلكترونية",363,12.53
4391,1094,"عقارات/افراغ",1268,43.75
4392,1094,"عقارات/تعديل صك",321,11.08
4393,1094,"عقارات/رهن العقارات",233,8.04
4394,1094,"عقارات/فك رهن العقارات",203,7.0
4395,1094,"عقارات/تسجيل ملكية عقار بدون صك",128,4.42
4396,1094,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",120,4.14
4397,1094,"عقارات/فرز صكوك",102,3.52
4398,1094,"عقارات/حجز/فك حجز",64,2.21
4399,1094,"عقارات/دمج عقارات",56,1.93
4400,1094,"عقارات/تعريف الصكوك للفرز",52,1.79
4401,1094,"عقارات/تسجيل صك قديم",50,1.73
4402,1094,"عقارات/الحجز التحفظي على ممتلكات شخص",42,1.45
4403,1094,"عقارات/فك الحجز التحفظي على ممتلكات شخص",38,1.31
4404,1094,"عقارات/نقل شرح بانتقال ملكية",34,1.17
4405,1094,"عقارات/تملك نصيب",30,1.04
4406,1094,"عقارات/مسجل عينيا",29,1.0
4407,1094,"عقارات/منح",28,0.97
4408,1094,"عقارات/ربط صك بالهوية العقارية",26,0.9
4409,1094,"عقارات/منحة بديلة",21,0.72
4410,1094,"عقارات/تعويض أنقاض دون العقار",17,0.59
4411,1094,"عقارات/تعديل صك قديم",15,0.52
4412,1094,"عقارات/تعويضات",11,0.38
4413,1094,"عقارات/دمج صكوك",3,0.1
4414,1094,"عقارات/نقل شرح وصية بدون انتقال ملكية",2,0.07
4415,1094,"عقارات/التعويض عن المباني",2,0.07
4416,1094,"عقارات/نقل شرح رهن بدون انتقال ملكية",1,0.03
4417,1094,"عقارات/إضافة تهميش على ضبط",1,0.03
4418,1094,"عقارات/نقل شرح إلغاء وصية",1,0.03
4419,1098,"منطقة الرياض",1397,34.78
4420,1098,"منطقة الشرقية",569,14.16
4421,1098,"منطقة مكة المكرمه",434,10.8
4422,1098,"منطقة عسير",364,9.06
4423,1098,"منطقة القصيم",299,7.44
4424,1098,"منطقة المدينة المنوره",244,6.07
4425,1098,"منطقة حائل",154,3.83
4426,1098,"منطقة تبوك",135,3.36
4427,1098,"منطقة جازان",87,2.17
4428,1098,"كتابة العدل الإفتراضية - الرياض",75,1.87
4429,1098,"منطقة الحدود الشمالية",71,1.77
4430,1098,"منطقة الجوف",69,1.72
4431,1098,"منطقة الباحة",65,1.62
4432,1098,"منطقة نجران",54,1.34
4433,1100,"القطاع العام",2752,68.51
4434,1100,"القطاع الخاص",1265,31.49
4435,1101,"خدمة إلكترونية جزئيا",3629,90.34
4436,1101,"خدمة إلكترونية",388,9.66
4437,1102,"عقارات/افراغ",1700,42.32
4438,1102,"عقارات/تعديل صك",501,12.47
4439,1102,"عقارات/رهن العقارات",297,7.39
4440,1102,"عقارات/فك رهن العقارات",273,6.8
4441,1102,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",210,5.23
4442,1102,"عقارات/فرز صكوك",171,4.26
4443,1102,"عقارات/تسجيل ملكية عقار بدون صك",163,4.06
4444,1102,"عقارات/دمج عقارات",94,2.34
4445,1102,"عقارات/تسجيل صك قديم",73,1.82
4446,1102,"عقارات/تعريف الصكوك للفرز",70,1.74
4447,1102,"عقارات/حجز/فك حجز",66,1.64
4448,1102,"عقارات/الحجز التحفظي على ممتلكات شخص",49,1.22
4449,1102,"عقارات/منح",49,1.22
4450,1102,"عقارات/فك الحجز التحفظي على ممتلكات شخص",42,1.05
4451,1102,"عقارات/تعويض أنقاض دون العقار",41,1.02
4452,1102,"عقارات/نقل شرح بانتقال ملكية",35,0.87
4453,1102,"عقارات/تملك نصيب",33,0.82
4454,1102,"عقارات/مسجل عينيا",29,0.72
4455,1102,"عقارات/منحة بديلة",26,0.65
4456,1102,"عقارات/تعديل صك قديم",25,0.62
4457,1102,"عقارات/ربط صك بالهوية العقارية",23,0.57
4458,1102,"عقارات/تعويضات",23,0.57
4459,1102,"عقارات/دمج صكوك",7,0.17
4460,1102,"عقارات/نقل شرح إلغاء وصية",3,0.07
4461,1102,"عقارات/نقل شرح رهن بدون انتقال ملكية",3,0.07
4462,1102,"عقارات/نقل شرح إلغاء وقف",3,0.07
4463,1102,"عقارات/رهن غير العقارات",2,0.05
4464,1102,"عقارات/إضافة تهميش على ضبط",2,0.05
4465,1102,"عقارات/التعويض عن المباني",2,0.05
4466,1102,"عقارات/نقل شرح وصية بدون انتقال ملكية",2,0.05
4467,1106,"منطقة الرياض",1319,34.52
4468,1106,"منطقة الشرقية",556,14.55
4469,1106,"منطقة مكة المكرمه",481,12.59
4470,1106,"منطقة عسير",312,8.17
4471,1106,"منطقة القصيم",275,7.2
4472,1106,"منطقة المدينة المنوره",227,5.94
4473,1106,"منطقة حائل",148,3.87
4474,1106,"منطقة تبوك",111,2.9
4475,1106,"منطقة الجوف",77,2.02
4476,1106,"منطقة الباحة",75,1.96
4477,1106,"كتابة العدل الإفتراضية - الرياض",71,1.86
4478,1106,"منطقة الحدود الشمالية",68,1.78
4479,1106,"منطقة جازان",62,1.62
4480,1106,"منطقة نجران",39,1.02
4481,1108,"القطاع العام",2536,66.37
4482,1108,"القطاع الخاص",1285,33.63
4483,1109,"خدمة إلكترونية جزئيا",3437,89.95
4484,1109,"خدمة إلكترونية",384,10.05
4485,1110,"عقارات/افراغ",1545,40.43
4486,1110,"عقارات/تعديل صك",499,13.06
4487,1110,"عقارات/رهن العقارات",282,7.38
4488,1110,"عقارات/فك رهن العقارات",242,6.33
4489,1110,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",196,5.13
4490,1110,"عقارات/فرز صكوك",187,4.89
4491,1110,"عقارات/دمج عقارات",152,3.98
4492,1110,"عقارات/تسجيل ملكية عقار بدون صك",126,3.3
4493,1110,"عقارات/حجز/فك حجز",73,1.91
4494,1110,"عقارات/تعريف الصكوك للفرز",73,1.91
4495,1110,"عقارات/منح",49,1.28
4496,1110,"عقارات/الحجز التحفظي على ممتلكات شخص",47,1.23
4497,1110,"عقارات/فك الحجز التحفظي على ممتلكات شخص",42,1.1
4498,1110,"عقارات/تسجيل صك قديم",42,1.1
4499,1110,"عقارات/تعويض أنقاض دون العقار",40,1.05
4500,1110,"عقارات/تملك نصيب",34,0.89
4501,1110,"عقارات/نقل شرح بانتقال ملكية",31,0.81
4502,1110,"عقارات/مسجل عينيا",30,0.79
4503,1110,"عقارات/ربط صك بالهوية العقارية",29,0.76
4504,1110,"عقارات/منحة بديلة",28,0.73
4505,1110,"عقارات/تعديل صك قديم",28,0.73
4506,1110,"عقارات/تعويضات",20,0.52
4507,1110,"عقارات/دمج صكوك",9,0.24
4508,1110,"عقارات/نقل شرح إلغاء وصية",5,0.13
4509,1110,"عقارات/بيع زائدة مشاعة في تعديل صك",3,0.08
4510,1110,"عقارات/تجزئة عقار",2,0.05
4511,1110,"عقارات/نقل شرح إلغاء وقف",2,0.05
4512,1110,"عقارات/إضافة تهميش على ضبط",2,0.05
4513,1110,"عقارات/رهن غير العقارات",1,0.03
4514,1110,"عقارات/التعويض عن المباني",1,0.03
4515,1110,"عقارات/نقل شرح وصية بدون انتقال ملكية",1,0.03
4516,1114,"منطقة الرياض",1252,34.3
4517,1114,"منطقة الشرقية",583,15.97
4518,1114,"منطقة مكة المكرمه",436,11.95
4519,1114,"منطقة عسير",272,7.45
4520,1114,"منطقة القصيم",264,7.23
4521,1114,"منطقة المدينة المنوره",213,5.84
4522,1114,"منطقة حائل",146,4.0
4523,1114,"منطقة تبوك",127,3.48
4524,1114,"منطقة الجوف",73,2.0
4525,1114,"كتابة العدل الإفتراضية - الرياض",66,1.81
4526,1114,"منطقة جازان",66,1.81
4527,1114,"منطقة الباحة",62,1.7
4528,1114,"منطقة الحدود الشمالية",55,1.51
4529,1114,"منطقة نجران",35,0.96
4530,1116,"القطاع العام",2397,65.67
4531,1116,"القطاع الخاص",1253,34.33
4532,1117,"خدمة إلكترونية جزئيا",3258,89.26
4533,1117,"خدمة إلكترونية",392,10.74
4534,1118,"عقارات/افراغ",1502,41.15
4535,1118,"عقارات/تعديل صك",496,13.59
4536,1118,"عقارات/رهن العقارات",267,7.32
4537,1118,"عقارات/فك رهن العقارات",224,6.14
4538,1118,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",186,5.1
4539,1118,"عقارات/فرز صكوك",157,4.3
4540,1118,"عقارات/تسجيل ملكية عقار بدون صك",139,3.81
4541,1118,"عقارات/دمج عقارات",127,3.48
4542,1118,"عقارات/حجز/فك حجز",77,2.11
4543,1118,"عقارات/تعريف الصكوك للفرز",74,2.03
4544,1118,"عقارات/تعويض أنقاض دون العقار",45,1.23
4545,1118,"عقارات/الحجز التحفظي على ممتلكات شخص",44,1.21
4546,1118,"عقارات/فك الحجز التحفظي على ممتلكات شخص",42,1.15
4547,1118,"عقارات/تسجيل صك قديم",40,1.1
4548,1118,"عقارات/نقل شرح بانتقال ملكية",34,0.93
4549,1118,"عقارات/منح",32,0.88
4550,1118,"عقارات/تعديل صك قديم",31,0.85
4551,1118,"عقارات/تملك نصيب",30,0.82
4552,1118,"عقارات/منحة بديلة",30,0.82
4553,1118,"عقارات/ربط صك بالهوية العقارية",26,0.71
4554,1118,"عقارات/مسجل عينيا",26,0.71
4555,1118,"عقارات/دمج صكوك",7,0.19
4556,1118,"عقارات/تعويضات",4,0.11
4557,1118,"عقارات/دراسة صك",3,0.08
4558,1118,"عقارات/إضافة تهميش على ضبط",2,0.05
4559,1118,"عقارات/نقل شرح إلغاء وصية",1,0.03
4560,1118,"عقارات/نقل شرح إلغاء وقف",1,0.03
4561,1118,"عقارات/نقل شرح وصية بدون انتقال ملكية",1,0.03
4562,1118,"عقارات/التعويض عن المباني",1,0.03
4563,1118,"عقارات/معالجة الصك الملغي",1,0.03
4564,1122,"منطقة الرياض",1405,34.97
4565,1122,"منطقة الشرقية",637,15.85
4566,1122,"منطقة مكة المكرمه",496,12.34
4567,1122,"منطقة عسير",288,7.17
4568,1122,"منطقة القصيم",263,6.55
4569,1122,"منطقة المدينة المنوره",249,6.2
4570,1122,"منطقة حائل",176,4.38
4571,1122,"منطقة تبوك",106,2.64
4572,1122,"كتابة العدل الإفتراضية - الرياض",79,1.97
4573,1122,"منطقة الجوف",79,1.97
4574,1122,"منطقة الحدود الشمالية",72,1.79
4575,1122,"منطقة الباحة",65,1.62
4576,1122,"منطقة جازان",63,1.57
4577,1122,"منطقة نجران",40,1.0
4578,1124,"القطاع العام",2672,66.5
4579,1124,"القطاع الخاص",1346,33.5
4580,1125,"خدمة إلكترونية جزئيا",3602,89.65
4581,1125,"خدمة إلكترونية",416,10.35
4582,1126,"عقارات/افراغ",1642,40.87
4583,1126,"عقارات/تعديل صك",495,12.32
4584,1126,"عقارات/رهن العقارات",303,7.54
4585,1126,"عقارات/فك رهن العقارات",236,5.87
4586,1126,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",230,5.72
4587,1126,"عقارات/فرز صكوك",186,4.63
4588,1126,"عقارات/تسجيل ملكية عقار بدون صك",174,4.33
4589,1126,"عقارات/دمج عقارات",140,3.48
4590,1126,"عقارات/حجز/فك حجز",83,2.07
4591,1126,"عقارات/تعريف الصكوك للفرز",63,1.57
4592,1126,"عقارات/منح",52,1.29
4593,1126,"عقارات/الحجز التحفظي على ممتلكات شخص",49,1.22
4594,1126,"عقارات/تعويض أنقاض دون العقار",49,1.22
4595,1126,"عقارات/فك الحجز التحفظي على ممتلكات شخص",45,1.12
4596,1126,"عقارات/تسجيل صك قديم",44,1.1
4597,1126,"عقارات/نقل شرح بانتقال ملكية",41,1.02
4598,1126,"عقارات/تملك نصيب",31,0.77
4599,1126,"عقارات/ربط صك بالهوية العقارية",31,0.77
4600,1126,"عقارات/مسجل عينيا",31,0.77
4601,1126,"عقارات/منحة بديلة",29,0.72
4602,1126,"عقارات/تعديل صك قديم",27,0.67
4603,1126,"عقارات/دمج صكوك",10,0.25
4604,1126,"عقارات/نقل شرح إلغاء وقف",7,0.17
4605,1126,"عقارات/تعويضات",6,0.15
4606,1126,"عقارات/نقل شرح إلغاء وصية",6,0.15
4607,1126,"عقارات/نقل شرح رهن بدون انتقال ملكية",2,0.05
4608,1126,"عقارات/التعويض عن المباني",2,0.05
4609,1126,"عقارات/دراسة صك",1,0.02
4610,1126,"عقارات/بيع زائدة مشاعة في تعديل صك",1,0.02
4611,1126,"عقارات/إضافة تهميش على ضبط",1,0.02
4612,1126,"عقارات/نقل شرح وصية بدون انتقال ملكية",1,0.02
4613,1130,"منطقة الرياض",1242,36.1
4614,1130,"منطقة الشرقية",498,14.48
4615,1130,"منطقة مكة المكرمه",399,11.6
4616,1130,"منطقة عسير",253,7.35
4617,1130,"منطقة القصيم",240,6.98
4618,1130,"منطقة المدينة المنوره",187,5.44
4619,1130,"منطقة حائل",172,5.0
4620,1130,"منطقة تبوك",105,3.05
4621,1130,"منطقة الجوف",77,2.24
4622,1130,"كتابة العدل الإفتراضية - الرياض",68,1.98
4623,1130,"منطقة الباحة",63,1.83
4624,1130,"منطقة الحدود الشمالية",56,1.63
4625,1130,"منطقة جازان",51,1.48
4626,1130,"منطقة نجران",29,0.84
4627,1132,"القطاع العام",2232,64.88
4628,1132,"القطاع الخاص",1208,35.12
4629,1133,"خدمة إلكترونية جزئيا",3054,88.78
4630,1133,"خدمة إلكترونية",386,11.22
4631,1134,"عقارات/افراغ",1450,42.15
4632,1134,"عقارات/تعديل صك",443,12.88
4633,1134,"عقارات/رهن العقارات",256,7.44
4634,1134,"عقارات/فك رهن العقارات",210,6.1
4635,1134,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",159,4.62
4636,1134,"عقارات/فرز صكوك",146,4.24
4637,1134,"عقارات/تسجيل ملكية عقار بدون صك",134,3.9
4638,1134,"عقارات/دمج عقارات",103,2.99
4639,1134,"عقارات/تعريف الصكوك للفرز",74,2.15
4640,1134,"عقارات/حجز/فك حجز",64,1.86
4641,1134,"عقارات/الحجز التحفظي على ممتلكات شخص",46,1.34
4642,1134,"عقارات/منح",45,1.31
4643,1134,"عقارات/فك الحجز التحفظي على ممتلكات شخص",42,1.22
4644,1134,"عقارات/تعويض أنقاض دون العقار",39,1.13
4645,1134,"عقارات/تسجيل صك قديم",38,1.1
4646,1134,"عقارات/تملك نصيب",30,0.87
4647,1134,"عقارات/ربط صك بالهوية العقارية",30,0.87
4648,1134,"عقارات/نقل شرح بانتقال ملكية",29,0.84
4649,1134,"عقارات/مسجل عينيا",28,0.81
4650,1134,"عقارات/تعديل صك قديم",27,0.78
4651,1134,"عقارات/منحة بديلة",25,0.73
4652,1134,"عقارات/دمج صكوك",8,0.23
4653,1134,"عقارات/تعويضات",4,0.12
4654,1134,"عقارات/إضافة تهميش على ضبط",2,0.06
4655,1134,"عقارات/نقل شرح رهن بدون انتقال ملكية",2,0.06
4656,1134,"عقارات/التعويض عن المباني",2,0.06
4657,1134,"عقارات/دراسة صك",1,0.03
4658,1134,"عقارات/نقل شرح إلغاء وصية",1,0.03
4659,1134,"عقارات/معالجة الصك الملغي",1,0.03
4660,1134,"عقارات/نقل شرح إلغاء وقف",1,0.03
4661,1138,"منطقة الرياض",1340,35.12
4662,1138,"منطقة الشرقية",533,13.97
4663,1138,"منطقة مكة المكرمه",464,12.16
4664,1138,"منطقة القصيم",292,7.65
4665,1138,"منطقة عسير",289,7.58
4666,1138,"منطقة المدينة المنوره",216,5.66
4667,1138,"منطقة حائل",175,4.59
4668,1138,"منطقة تبوك",150,3.93
4669,1138,"كتابة العدل الإفتراضية - الرياض",87,2.28
4670,1138,"منطقة جازان",68,1.78
4671,1138,"منطقة الحدود الشمالية",63,1.65
4672,1138,"منطقة الجوف",59,1.55
4673,1138,"منطقة الباحة",42,1.1
4674,1138,"منطقة نجران",37,0.97
4675,1140,"القطاع العام",2492,65.32
4676,1140,"القطاع الخاص",1323,34.68
4677,1141,"خدمة إلكترونية جزئيا",3444,90.28
4678,1141,"خدمة إلكترونية",371,9.72
4679,1142,"عقارات/افراغ",1555,40.76
4680,1142,"عقارات/تعديل صك",478,12.53
4681,1142,"عقارات/رهن العقارات",301,7.89
4682,1142,"عقارات/فك رهن العقارات",247,6.47
4683,1142,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",200,5.24
4684,1142,"عقارات/فرز صكوك",160,4.19
4685,1142,"عقارات/تسجيل ملكية عقار بدون صك",140,3.67
4686,1142,"عقارات/دمج عقارات",125,3.28
4687,1142,"عقارات/تعريف الصكوك للفرز",77,2.02
4688,1142,"عقارات/حجز/فك حجز",69,1.81
4689,1142,"عقارات/تسجيل صك قديم",52,1.36
4690,1142,"عقارات/منح",52,1.36
4691,1142,"عقارات/الحجز التحفظي على ممتلكات شخص",49,1.28
4692,1142,"عقارات/تعويض أنقاض دون العقار",48,1.26
4693,1142,"عقارات/فك الحجز التحفظي على ممتلكات شخص",45,1.18
4694,1142,"عقارات/تملك نصيب",37,0.97
4695,1142,"عقارات/نقل شرح بانتقال ملكية",37,0.97
4696,1142,"عقارات/تعديل صك قديم",34,0.89
4697,1142,"عقارات/ربط صك بالهوية العقارية",31,0.81
4698,1142,"عقارات/مسجل عينيا",31,0.81
4699,1142,"عقارات/منحة بديلة",22,0.58
4700,1142,"عقارات/تعويضات",11,0.29
4701,1142,"عقارات/دمج صكوك",6,0.16
4702,1142,"عقارات/نقل شرح إلغاء وصية",2,0.05
4703,1142,"عقارات/إضافة تهميش على ضبط",2,0.05
4704,1142,"عقارات/نقل شرح رهن بدون انتقال ملكية",1,0.03
4705,1142,"عقارات/بيع زائدة مشاعة في تعديل صك",1,0.03
4706,1142,"عقارات/التعويض عن المباني",1,0.03
4707,1142,"عقارات/نقل شرح إلغاء وقف",1,0.03
4708,1146,"منطقة الرياض",1203,35.4
4709,1146,"منطقة الشرقية",463,13.63
4710,1146,"منطقة مكة المكرمه",418,12.3
4711,1146,"منطقة القصيم",241,7.09
4712,1146,"منطقة عسير",239,7.03
4713,1146,"منطقة المدينة المنوره",194,5.71
4714,1146,"منطقة حائل",147,4.33
4715,1146,"منطقة تبوك",141,4.15
4716,1146,"كتابة العدل الإفتراضية - الرياض",75,2.21
4717,1146,"منطقة الجوف",71,2.09
4718,1146,"منطقة الحدود الشمالية",64,1.88
4719,1146,"منطقة جازان",64,1.88
4720,1146,"منطقة الباحة",49,1.44
4721,1146,"منطقة نجران",29,0.85
4722,1148,"القطاع العام",2191,64.48
4723,1148,"القطاع الخاص",1207,35.52
4724,1149,"خدمة إلكترونية جزئيا",3159,92.97
4725,1149,"خدمة إلكترونية",239,7.03
4726,1150,"عقارات/افراغ",1449,42.64
4727,1150,"عقارات/تعديل صك",394,11.6
4728,1150,"عقارات/رهن العقارات",261,7.68
4729,1150,"عقارات/فك رهن العقارات",187,5.5
4730,1150,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",180,5.3
4731,1150,"عقارات/فرز صكوك",117,3.44
4732,1150,"عقارات/دمج عقارات",110,3.24
4733,1150,"عقارات/تسجيل ملكية عقار بدون صك",101,2.97
4734,1150,"عقارات/حجز/فك حجز",76,2.24
4735,1150,"عقارات/تعريف الصكوك للفرز",66,1.94
4736,1150,"عقارات/تعويض أنقاض دون العقار",58,1.71
4737,1150,"عقارات/تسجيل صك قديم",56,1.65
4738,1150,"عقارات/منح",47,1.38
4739,1150,"عقارات/فك الحجز التحفظي على ممتلكات شخص",46,1.35
4740,1150,"عقارات/الحجز التحفظي على ممتلكات شخص",45,1.32
4741,1150,"عقارات/نقل شرح بانتقال ملكية",41,1.21
4742,1150,"عقارات/تملك نصيب",32,0.94
4743,1150,"عقارات/ربط صك بالهوية العقارية",31,0.91
4744,1150,"عقارات/مسجل عينيا",30,0.88
4745,1150,"عقارات/منحة بديلة",26,0.77
4746,1150,"عقارات/تعديل صك قديم",25,0.74
4747,1150,"عقارات/تعويضات",11,0.32
4748,1150,"عقارات/دمج صكوك",2,0.06
4749,1150,"عقارات/تجزئة عقار",2,0.06
4750,1150,"عقارات/نقل شرح رهن بدون انتقال ملكية",1,0.03
4751,1150,"عقارات/التعويض عن المباني",1,0.03
4752,1150,"عقارات/نقل شرح إلغاء وقف",1,0.03
4753,1150,"عقارات/نقل شرح إلغاء وصية",1,0.03
4754,1150,"عقارات/موافقة الجهة الحكومية على فك قيد صك",1,0.03
4755,1154,"منطقة الرياض",1063,35.4
4756,1154,"منطقة الشرقية",463,15.42
4757,1154,"منطقة مكة المكرمه",350,11.66
4758,1154,"منطقة عسير",223,7.43
4759,1154,"منطقة القصيم",196,6.53
4760,1154,"منطقة المدينة المنوره",154,5.13
4761,1154,"منطقة حائل",135,4.5
4762,1154,"منطقة تبوك",117,3.9
4763,1154,"منطقة جازان",72,2.4
4764,1154,"كتابة العدل الإفتراضية - الرياض",68,2.26
4765,1154,"منطقة الجوف",53,1.76
4766,1154,"منطقة الحدود الشمالية",47,1.57
4767,1154,"منطقة الباحة",33,1.1
4768,1154,"منطقة نجران",29,0.97
4769,1156,"القطاع العام",1926,64.14
4770,1156,"القطاع الخاص",1077,35.86
4771,1157,"خدمة إلكترونية جزئيا",2799,93.21
4772,1157,"خدمة إلكترونية",204,6.79
4773,1158,"عقارات/افراغ",1295,43.12
4774,1158,"عقارات/تعديل صك",323,10.76
4775,1158,"عقارات/رهن العقارات",230,7.66
4776,1158,"عقارات/فك رهن العقارات",163,5.43
4777,1158,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",155,5.16
4778,1158,"عقارات/فرز صكوك",114,3.8
4779,1158,"عقارات/تسجيل ملكية عقار بدون صك",100,3.33
4780,1158,"عقارات/دمج عقارات",87,2.9
4781,1158,"عقارات/حجز/فك حجز",83,2.76
4782,1158,"عقارات/تعريف الصكوك للفرز",61,2.03
4783,1158,"عقارات/الحجز التحفظي على ممتلكات شخص",45,1.5
4784,1158,"عقارات/فك الحجز التحفظي على ممتلكات شخص",45,1.5
4785,1158,"عقارات/تعويض أنقاض دون العقار",39,1.3
4786,1158,"عقارات/منح",38,1.27
